Bot,TP_mult,SL_mult,TP_pct,SL_pct,Leverage,PF,Return,MDD,WR,Sharpe,Trades,AvgHold_d
meanrevert,1.4,0.6,8.4,1.8,15,4.12,18680.8,-56.4,50.2,1.2,814,1.1
meanrevert,1.4,0.6,8.4,1.8,20,4.13,24951.7,-70.4,50.2,0.99,814,1.1
meanrevert,1.4,0.8,8.4,2.4,3,3.32,3321.1,-31.2,51.2,1.48,805,1.1
meanrevert,1.4,0.8,8.4,2.4,5,3.3,5648.1,-43.6,51.2,1.31,805,1.1
meanrevert,1.4,0.8,8.4,2.4,7,3.29,7970.9,-41.8,51.2,1.31,805,1.1
meanrevert,1.4,0.8,8.4,2.4,10,3.29,11463.0,-44.0,51.2,1.27,805,1.1
meanrevert,1.4,0.8,8.4,2.4,15,3.29,17265.7,-60.9,51.2,1.16,805,1.1
meanrevert,1.4,0.8,8.4,2.4,20,3.3,23069.7,-74.5,51.2,1.0,805,1.1
meanrevert,1.4,1.0,8.4,3.0,3,2.76,3016.4,-31.2,51.7,1.42,801,1.1
meanrevert,1.4,1.0,8.4,3.0,5,2.74,5138.8,-50.9,51.7,1.18,801,1.1
meanrevert,1.4,1.0,8.4,3.0,7,2.74,7266.0,-47.7,51.7,1.22,801,1.1
meanrevert,1.4,1.0,8.4,3.0,10,2.73,10451.2,-51.3,51.7,1.19,801,1.1
meanrevert,1.4,1.0,8.4,3.0,15,2.74,15750.1,-66.6,51.7,1.13,801,1.1
meanrevert,1.4,1.0,8.4,3.0,20,2.74,21035.0,-79.5,51.7,1.01,801,1.1
meanrevert,1.4,1.2,8.4,3.6,3,2.39,2742.8,-32.1,52.3,1.36,797,1.2
meanrevert,1.4,1.2,8.4,3.6,5,2.38,4681.6,-53.3,52.3,1.12,797,1.2
meanrevert,1.4,1.2,8.4,3.6,7,2.37,6619.4,-63.5,52.3,1.04,797,1.2
meanrevert,1.4,1.2,8.4,3.6,10,2.37,9523.7,-60.0,52.3,1.09,797,1.2
meanrevert,1.4,1.2,8.4,3.6,15,2.37,14373.7,-71.8,52.3,1.07,797,1.2
meanrevert,1.4,1.2,8.4,3.6,20,2.37,19196.4,-83.8,52.3,1.02,797,1.2
meanrevert,1.4,1.4,8.4,4.2,3,2.14,2501.0,-32.9,53.3,1.3,788,1.2
meanrevert,1.4,1.4,8.4,4.2,5,2.13,4277.0,-54.3,53.3,1.1,788,1.2
meanrevert,1.4,1.4,8.4,4.2,7,2.13,6051.2,-74.8,53.3,0.89,788,1.2
meanrevert,1.4,1.4,8.4,4.2,10,2.12,8722.0,-73.4,53.3,0.96,788,1.2
meanrevert,1.4,1.4,8.4,4.2,15,2.12,13156.2,-74.7,53.3,1.03,788,1.2
meanrevert,1.4,1.4,8.4,4.2,20,2.12,17581.1,-85.8,53.3,0.98,788,1.2
meanrevert_tight,0.6,0.6,3.6,1.26,3,4.68,1018.3,-29.8,67.7,0.98,439,1.0
meanrevert_tight,0.6,0.6,3.6,1.26,5,4.65,1809.5,-34.8,67.7,1.01,439,1.0
meanrevert_tight,0.6,0.6,3.6,1.26,7,4.66,2601.3,-48.0,67.7,1.0,439,1.0
meanrevert_tight,0.6,0.6,3.6,1.26,10,4.7,3788.4,-49.3,67.7,1.03,439,1.0
meanrevert_tight,0.6,0.6,3.6,1.26,15,4.73,5765.2,-47.2,67.7,1.04,439,1.0
meanrevert_tight,0.6,0.6,3.6,1.26,20,4.74,7745.5,-58.1,67.7,0.96,439,1.0
meanrevert_tight,0.6,0.8,3.6,1.68,3,3.65,928.3,-32.8,67.7,0.94,439,1.0
meanrevert_tight,0.6,0.8,3.6,1.68,5,3.62,1659.7,-35.2,67.7,0.98,439,1.0
meanrevert_tight,0.6,0.8,3.6,1.68,7,3.63,2391.4,-48.5,67.7,0.98,439,1.0
meanrevert_tight,0.6,0.8,3.6,1.68,10,3.66,3489.5,-52.3,67.7,1.01,439,1.0
meanrevert_tight,0.6,0.8,3.6,1.68,15,3.68,5316.1,-50.0,67.7,1.03,439,1.0
meanrevert_tight,0.6,0.8,3.6,1.68,20,3.69,7147.6,-58.1,67.7,0.96,439,1.0
meanrevert_tight,0.6,1.0,3.6,2.1,3,2.99,838.0,-36.4,67.7,0.89,439,1.0
meanrevert_tight,0.6,1.0,3.6,2.1,5,2.96,1509.7,-36.6,67.7,0.95,439,1.0
meanrevert_tight,0.6,1.0,3.6,2.1,7,2.97,2181.7,-49.0,67.7,0.96,439,1.0
meanrevert_tight,0.6,1.0,3.6,2.1,10,2.99,3190.0,-55.6,67.7,0.98,439,1.0
meanrevert_tight,0.6,1.0,3.6,2.1,15,3.01,4866.9,-53.1,67.7,1.01,439,1.0
meanrevert_tight,0.6,1.0,3.6,2.1,20,3.02,6545.9,-58.1,67.7,0.96,439,1.0
meanrevert_tight,0.6,1.2,3.6,2.52,3,2.56,756.7,-39.9,67.9,0.86,439,1.0
meanrevert_tight,0.6,1.2,3.6,2.52,5,2.54,1374.1,-40.5,67.9,0.92,439,1.0
meanrevert_tight,0.6,1.2,3.6,2.52,7,2.54,1993.2,-49.4,67.9,0.95,439,1.0
meanrevert_tight,0.6,1.2,3.6,2.52,10,2.56,2920.6,-59.3,67.9,0.96,439,1.0
meanrevert_tight,0.6,1.2,3.6,2.52,15,2.57,4463.3,-56.4,67.9,1.0,439,1.0
meanrevert_tight,0.6,1.2,3.6,2.52,20,2.58,6005.0,-58.1,67.9,0.96,439,1.0
meanrevert_tight,0.6,1.4,3.6,2.94,3,2.22,666.6,-45.0,67.9,0.81,439,1.0
meanrevert_tight,0.6,1.4,3.6,2.94,5,2.2,1223.1,-41.9,67.9,0.89,439,1.0
meanrevert_tight,0.6,1.4,3.6,2.94,7,2.2,1781.5,-49.9,67.9,0.93,439,1.0
meanrevert_tight,0.6,1.4,3.6,2.94,10,2.21,2623.1,-63.3,67.9,0.94,439,1.0
meanrevert_tight,0.6,1.4,3.6,2.94,15,2.23,4016.6,-60.1,67.9,0.99,439,1.0
meanrevert_tight,0.6,1.4,3.6,2.94,20,2.23,5406.8,-58.9,67.9,0.97,439,1.0
meanrevert_tight,0.8,0.6,4.8,1.26,3,5.32,1399.9,-22.5,63.9,1.17,438,1.0
meanrevert_tight,0.8,0.6,4.8,1.26,5,5.35,2445.8,-33.6,63.9,1.15,438,1.0
meanrevert_tight,0.8,0.6,4.8,1.26,7,5.39,3491.6,-37.3,63.9,1.16,438,1.0
meanrevert_tight,0.8,0.6,4.8,1.26,10,5.43,5059.4,-35.6,63.9,1.18,438,1.0
meanrevert_tight,0.8,0.6,4.8,1.26,15,5.46,7673.9,-41.6,63.9,1.1,438,1.0
meanrevert_tight,0.8,0.6,4.8,1.26,20,5.48,10286.4,-55.3,63.9,0.95,438,1.0
meanrevert_tight,0.8,0.8,4.8,1.68,3,4.22,1312.5,-23.4,64.3,1.13,437,1.0
meanrevert_tight,0.8,0.8,4.8,1.68,5,4.23,2300.4,-34.0,64.3,1.12,437,1.0
meanrevert_tight,0.8,0.8,4.8,1.68,7,4.27,3288.1,-39.4,64.3,1.13,437,1.0
meanrevert_tight,0.8,0.8,4.8,1.68,10,4.3,4768.6,-37.5,64.3,1.15,437,1.0
meanrevert_tight,0.8,0.8,4.8,1.68,15,4.32,7237.1,-41.6,64.3,1.09,437,1.0
meanrevert_tight,0.8,0.8,4.8,1.68,20,4.34,9705.1,-55.3,64.3,0.95,437,1.0
meanrevert_tight,0.8,1.0,4.8,2.1,3,3.47,1213.5,-25.6,64.3,1.09,437,1.0
meanrevert_tight,0.8,1.0,4.8,2.1,5,3.46,2136.2,-34.5,64.3,1.09,437,1.0
meanrevert_tight,0.8,1.0,4.8,2.1,7,3.49,3058.2,-41.6,64.3,1.09,437,1.0
meanrevert_tight,0.8,1.0,4.8,2.1,10,3.52,4440.1,-39.6,64.3,1.13,437,1.0
meanrevert_tight,0.8,1.0,4.8,2.1,15,3.53,6743.0,-41.6,64.3,1.07,437,1.0
meanrevert_tight,0.8,1.0,4.8,2.1,20,3.55,9047.3,-55.3,64.3,0.94,437,1.0
meanrevert_tight,0.8,1.2,4.8,2.52,3,2.97,1125.8,-27.5,64.5,1.05,437,1.0
meanrevert_tight,0.8,1.2,4.8,2.52,5,2.96,1989.9,-34.9,64.5,1.06,437,1.0
meanrevert_tight,0.8,1.2,4.8,2.52,7,2.98,2853.9,-44.1,64.5,1.06,437,1.0
meanrevert_tight,0.8,1.2,4.8,2.52,10,3.01,4148.2,-41.9,64.5,1.1,437,1.0
meanrevert_tight,0.8,1.2,4.8,2.52,15,3.02,6304.7,-41.6,64.5,1.06,437,1.0
meanrevert_tight,0.8,1.2,4.8,2.52,20,3.03,8463.4,-55.3,64.5,0.94,437,1.0
meanrevert_tight,0.8,1.4,4.8,2.94,3,2.57,1027.4,-30.3,64.5,1.0,437,1.0
meanrevert_tight,0.8,1.4,4.8,2.94,5,2.56,1824.6,-35.3,64.5,1.03,437,1.0
meanrevert_tight,0.8,1.4,4.8,2.94,7,2.58,2625.4,-46.7,64.5,1.02,437,1.0
meanrevert_tight,0.8,1.4,4.8,2.94,10,2.6,3821.4,-44.3,64.5,1.07,437,1.0
meanrevert_tight,0.8,1.4,4.8,2.94,15,2.61,5814.0,-42.7,64.5,1.04,437,1.0
meanrevert_tight,0.8,1.4,4.8,2.94,20,2.62,7808.9,-55.3,64.5,0.94,437,1.0
meanrevert_tight,1.0,0.6,6.0,1.26,3,5.63,1687.3,-20.1,59.5,1.31,437,1.0
meanrevert_tight,1.0,0.6,6.0,1.26,5,5.66,2924.3,-33.3,59.5,1.24,437,1.0
meanrevert_tight,1.0,0.6,6.0,1.26,7,5.69,4161.1,-33.3,59.5,1.26,437,1.0
meanrevert_tight,1.0,0.6,6.0,1.26,10,5.72,6015.4,-31.9,59.5,1.25,437,1.0
meanrevert_tight,1.0,0.6,6.0,1.26,15,5.72,9107.3,-38.7,59.5,1.12,437,1.0
meanrevert_tight,1.0,0.6,6.0,1.26,20,5.74,12200.9,-52.4,59.5,0.95,437,1.0
meanrevert_tight,1.0,0.8,6.0,1.68,3,4.43,1589.9,-20.2,59.9,1.27,436,1.0
meanrevert_tight,1.0,0.8,6.0,1.68,5,4.46,2762.1,-33.5,59.9,1.22,436,1.0
meanrevert_tight,1.0,0.8,6.0,1.68,7,4.49,3934.2,-33.1,59.9,1.25,436,1.0
meanrevert_tight,1.0,0.8,6.0,1.68,10,4.52,5690.9,-31.9,59.9,1.23,436,1.0
meanrevert_tight,1.0,0.8,6.0,1.68,15,4.52,8618.3,-38.7,59.9,1.11,436,1.0
meanrevert_tight,1.0,0.8,6.0,1.68,20,4.53,11552.1,-52.4,59.9,0.94,436,1.0
meanrevert_tight,1.0,1.0,6.0,2.1,3,3.62,1479.1,-21.6,59.9,1.21,436,1.0
meanrevert_tight,1.0,1.0,6.0,2.1,5,3.64,2577.9,-33.8,59.9,1.18,436,1.0
meanrevert_tight,1.0,1.0,6.0,2.1,7,3.67,3676.3,-34.9,59.9,1.21,436,1.0
meanrevert_tight,1.0,1.0,6.0,2.1,10,3.7,5321.9,-33.5,59.9,1.21,436,1.0
meanrevert_tight,1.0,1.0,6.0,2.1,15,3.7,8064.4,-38.7,59.9,1.1,436,1.0
meanrevert_tight,1.0,1.0,6.0,2.1,20,3.71,10813.8,-52.4,59.9,0.94,436,1.0
meanrevert_tight,1.0,1.2,6.0,2.52,3,3.11,1384.6,-23.9,60.2,1.17,435,1.1
meanrevert_tight,1.0,1.2,6.0,2.52,5,3.13,2421.4,-34.0,60.2,1.15,435,1.1
meanrevert_tight,1.0,1.2,6.0,2.52,7,3.16,3457.2,-36.9,60.2,1.17,435,1.1
meanrevert_tight,1.0,1.2,6.0,2.52,10,3.18,5009.1,-35.3,60.2,1.18,435,1.1
meanrevert_tight,1.0,1.2,6.0,2.52,15,3.18,7595.0,-38.7,60.2,1.08,435,1.1
meanrevert_tight,1.0,1.2,6.0,2.52,20,3.19,10186.2,-52.4,60.2,0.94,435,1.1
meanrevert_tight,1.0,1.4,6.0,2.94,3,2.7,1274.4,-24.9,60.2,1.12,435,1.1
meanrevert_tight,1.0,1.4,6.0,2.94,5,2.71,2238.6,-34.2,60.2,1.12,435,1.1
meanrevert_tight,1.0,1.4,6.0,2.94,7,2.73,3201.8,-39.0,60.2,1.13,435,1.1
meanrevert_tight,1.0,1.4,6.0,2.94,10,2.75,4644.1,-37.3,60.2,1.15,435,1.1
meanrevert_tight,1.0,1.4,6.0,2.94,15,2.76,7045.1,-38.7,60.2,1.07,435,1.1
meanrevert_tight,1.0,1.4,6.0,2.94,20,2.76,9444.5,-52.4,60.2,0.94,435,1.1
meanrevert_tight,1.2,0.6,7.2,1.26,3,5.59,1864.1,-20.1,54.4,1.36,436,1.1
meanrevert_tight,1.2,0.6,7.2,1.26,5,5.58,3219.1,-33.3,54.4,1.26,436,1.1
meanrevert_tight,1.2,0.6,7.2,1.26,7,5.6,4573.4,-32.7,54.4,1.28,436,1.1
meanrevert_tight,1.2,0.6,7.2,1.26,10,5.6,6605.0,-31.4,54.4,1.26,436,1.1
meanrevert_tight,1.2,0.6,7.2,1.26,15,5.6,9993.1,-35.7,54.4,1.12,436,1.1
meanrevert_tight,1.2,0.6,7.2,1.26,20,5.62,13379.6,-49.4,54.4,0.94,436,1.1
meanrevert_tight,1.2,0.8,7.2,1.68,3,4.42,1757.3,-21.8,54.8,1.31,434,1.1
meanrevert_tight,1.2,0.8,7.2,1.68,5,4.41,3041.3,-33.5,54.8,1.24,434,1.1
meanrevert_tight,1.2,0.8,7.2,1.68,7,4.43,4324.5,-32.8,54.8,1.27,434,1.1
meanrevert_tight,1.2,0.8,7.2,1.68,10,4.45,6248.8,-31.5,54.8,1.25,434,1.1
meanrevert_tight,1.2,0.8,7.2,1.68,15,4.45,9457.0,-35.7,54.8,1.11,434,1.1
meanrevert_tight,1.2,0.8,7.2,1.68,20,4.46,12668.3,-49.4,54.8,0.93,434,1.1
meanrevert_tight,1.2,1.0,7.2,2.1,3,3.69,1660.8,-22.0,55.3,1.27,434,1.1
meanrevert_tight,1.2,1.0,7.2,2.1,5,3.68,2880.6,-33.8,55.3,1.21,434,1.1
meanrevert_tight,1.2,1.0,7.2,2.1,7,3.7,4099.9,-35.0,55.3,1.22,434,1.1
meanrevert_tight,1.2,1.0,7.2,2.1,10,3.71,5928.3,-33.5,55.3,1.22,434,1.1
meanrevert_tight,1.2,1.0,7.2,2.1,15,3.71,8974.2,-35.7,55.3,1.1,434,1.1
meanrevert_tight,1.2,1.0,7.2,2.1,20,3.72,12027.4,-49.4,55.3,0.93,434,1.1
meanrevert_tight,1.2,1.2,7.2,2.52,3,3.21,1570.5,-23.3,55.9,1.23,433,1.1
meanrevert_tight,1.2,1.2,7.2,2.52,5,3.2,2730.7,-34.0,55.9,1.18,433,1.1
meanrevert_tight,1.2,1.2,7.2,2.52,7,3.21,3891.0,-37.5,55.9,1.18,433,1.1
meanrevert_tight,1.2,1.2,7.2,2.52,10,3.22,5629.9,-35.8,55.9,1.19,433,1.1
meanrevert_tight,1.2,1.2,7.2,2.52,15,3.22,8526.1,-35.7,55.9,1.09,433,1.1
meanrevert_tight,1.2,1.2,7.2,2.52,20,3.22,11429.9,-49.4,55.9,0.94,433,1.1
meanrevert_tight,1.2,1.4,7.2,2.94,3,2.79,1448.5,-23.7,55.9,1.18,433,1.1
meanrevert_tight,1.2,1.4,7.2,2.94,5,2.77,2527.0,-34.2,55.9,1.14,433,1.1
meanrevert_tight,1.2,1.4,7.2,2.94,7,2.78,3608.8,-40.3,55.9,1.13,433,1.1
meanrevert_tight,1.2,1.4,7.2,2.94,10,2.79,5226.4,-38.4,55.9,1.15,433,1.1
meanrevert_tight,1.2,1.4,7.2,2.94,15,2.79,7913.6,-37.4,55.9,1.07,433,1.1
meanrevert_tight,1.2,1.4,7.2,2.94,20,2.79,10613.5,-49.4,55.9,0.94,433,1.1
meanrevert_tight,1.4,0.6,8.4,1.26,3,5.64,2032.8,-20.1,50.5,1.44,434,1.1
meanrevert_tight,1.4,0.6,8.4,1.26,5,5.62,3500.2,-33.3,50.5,1.31,434,1.1
meanrevert_tight,1.4,0.6,8.4,1.26,7,5.62,4967.3,-32.1,50.5,1.33,434,1.1
meanrevert_tight,1.4,0.6,8.4,1.26,10,5.62,7167.3,-30.9,50.5,1.29,434,1.1
meanrevert_tight,1.4,0.6,8.4,1.26,15,5.63,10837.1,-32.7,50.5,1.13,434,1.1
meanrevert_tight,1.4,0.6,8.4,1.26,20,5.65,14504.1,-46.4,50.5,0.93,434,1.1
meanrevert_tight,1.4,0.8,8.4,1.68,3,4.45,1917.6,-20.2,50.9,1.4,432,1.1
meanrevert_tight,1.4,0.8,8.4,1.68,5,4.44,3308.4,-33.5,50.9,1.29,432,1.1
meanrevert_tight,1.4,0.8,8.4,1.68,7,4.45,4698.5,-32.2,50.9,1.31,432,1.1
meanrevert_tight,1.4,0.8,8.4,1.68,10,4.46,6783.3,-31.0,50.9,1.28,432,1.1
meanrevert_tight,1.4,0.8,8.4,1.68,15,4.47,10258.4,-34.2,50.9,1.12,432,1.1
meanrevert_tight,1.4,0.8,8.4,1.68,20,4.48,13737.0,-48.4,50.9,0.92,432,1.1
meanrevert_tight,1.4,1.0,8.4,2.1,3,3.82,1849.9,-20.4,52.0,1.36,431,1.1
meanrevert_tight,1.4,1.0,8.4,2.1,5,3.8,3195.2,-33.8,52.0,1.26,431,1.1
meanrevert_tight,1.4,1.0,8.4,2.1,7,3.8,4539.9,-34.8,52.0,1.27,431,1.1
meanrevert_tight,1.4,1.0,8.4,2.1,10,3.81,6557.3,-33.3,52.0,1.25,431,1.1
meanrevert_tight,1.4,1.0,8.4,2.1,15,3.81,9917.2,-37.1,52.0,1.11,431,1.1
meanrevert_tight,1.4,1.0,8.4,2.1,20,3.82,13283.4,-51.6,52.0,0.93,431,1.1
meanrevert_tight,1.4,1.2,8.4,2.52,3,3.37,1775.7,-22.0,52.9,1.31,429,1.1
meanrevert_tight,1.4,1.2,8.4,2.52,5,3.34,3071.4,-34.0,52.9,1.24,429,1.1
meanrevert_tight,1.4,1.2,8.4,2.52,7,3.35,4367.4,-37.6,52.9,1.22,429,1.1
meanrevert_tight,1.4,1.2,8.4,2.52,10,3.36,6311.6,-35.9,52.9,1.22,429,1.1
meanrevert_tight,1.4,1.2,8.4,2.52,15,3.36,9547.5,-40.1,52.9,1.1,429,1.1
meanrevert_tight,1.4,1.2,8.4,2.52,20,3.36,12788.9,-54.8,52.9,0.93,429,1.1
meanrevert_tight,1.4,1.4,8.4,2.94,3,2.92,1646.5,-23.6,52.9,1.26,429,1.1
meanrevert_tight,1.4,1.4,8.4,2.94,5,2.9,2856.5,-34.2,52.9,1.2,429,1.1
meanrevert_tight,1.4,1.4,8.4,2.94,7,2.9,4068.5,-41.0,52.9,1.17,429,1.1
meanrevert_tight,1.4,1.4,8.4,2.94,10,2.91,5883.4,-39.0,52.9,1.18,429,1.1
meanrevert_tight,1.4,1.4,8.4,2.94,15,2.91,8902.6,-43.1,52.9,1.09,429,1.1
meanrevert_tight,1.4,1.4,8.4,2.94,20,2.91,11923.4,-57.8,52.9,0.93,429,1.1
meanrevert_hybrid,0.6,0.6,3.6,1.8,3,3.43,1929.3,-32.5,67.2,1.17,870,1.0
meanrevert_hybrid,0.6,0.6,3.6,1.8,5,3.44,3327.6,-47.3,67.2,1.1,870,1.0
meanrevert_hybrid,0.6,0.6,3.6,1.8,7,3.44,4725.0,-45.1,67.2,1.14,870,1.0
meanrevert_hybrid,0.6,0.6,3.6,1.8,10,3.44,6821.1,-48.2,67.2,1.12,870,1.0
meanrevert_hybrid,0.6,0.6,3.6,1.8,15,3.44,10318.7,-51.9,67.2,1.09,870,1.0
meanrevert_hybrid,0.6,0.6,3.6,1.8,20,3.45,13814.2,-58.1,67.2,1.02,870,1.0
meanrevert_hybrid,0.6,0.8,3.6,2.4,3,2.65,1671.4,-32.5,67.2,1.09,870,1.0
meanrevert_hybrid,0.6,0.8,3.6,2.4,5,2.65,2898.3,-53.5,67.2,1.01,870,1.0
meanrevert_hybrid,0.6,0.8,3.6,2.4,7,2.65,4124.1,-51.4,67.2,1.06,870,1.0
meanrevert_hybrid,0.6,0.8,3.6,2.4,10,2.65,5959.8,-51.0,67.2,1.08,870,1.0
meanrevert_hybrid,0.6,0.8,3.6,2.4,15,2.65,9029.9,-63.8,67.2,1.06,870,1.0
meanrevert_hybrid,0.6,0.8,3.6,2.4,20,2.65,12098.1,-61.4,67.2,1.02,870,1.0
meanrevert_hybrid,0.6,1.0,3.6,3.0,3,2.19,1443.6,-32.5,67.6,1.03,868,1.0
meanrevert_hybrid,0.6,1.0,3.6,3.0,5,2.19,2517.2,-53.5,67.6,0.98,868,1.0
meanrevert_hybrid,0.6,1.0,3.6,3.0,7,2.2,3591.0,-59.8,67.6,0.99,868,1.0
meanrevert_hybrid,0.6,1.0,3.6,3.0,10,2.2,5197.8,-57.4,67.6,1.04,868,1.0
meanrevert_hybrid,0.6,1.0,3.6,3.0,15,2.19,7876.4,-70.8,67.6,1.04,868,1.0
meanrevert_hybrid,0.6,1.0,3.6,3.0,20,2.19,10568.3,-76.6,67.6,1.02,868,1.0
meanrevert_hybrid,0.6,1.2,3.6,3.6,3,1.87,1203.8,-32.5,67.9,0.95,865,1.0
meanrevert_hybrid,0.6,1.2,3.6,3.6,5,1.87,2119.5,-53.5,67.9,0.95,865,1.0
meanrevert_hybrid,0.6,1.2,3.6,3.6,7,1.87,3036.9,-71.5,67.9,0.89,865,1.0
meanrevert_hybrid,0.6,1.2,3.6,3.6,10,1.87,4405.6,-68.3,67.9,0.98,865,1.0
meanrevert_hybrid,0.6,1.2,3.6,3.6,15,1.87,6673.7,-74.7,67.9,1.04,865,1.0
meanrevert_hybrid,0.6,1.2,3.6,3.6,20,1.87,8943.4,-87.3,67.9,1.0,865,1.0
meanrevert_hybrid,0.6,1.4,3.6,4.2,3,1.64,970.9,-34.3,68.1,0.89,862,1.0
meanrevert_hybrid,0.6,1.4,3.6,4.2,5,1.63,1730.6,-53.5,68.1,0.93,862,1.0
meanrevert_hybrid,0.6,1.4,3.6,4.2,7,1.63,2489.9,-74.0,68.1,0.88,862,1.0
meanrevert_hybrid,0.6,1.4,3.6,4.2,10,1.63,3629.9,-80.6,68.1,0.87,862,1.0
meanrevert_hybrid,0.6,1.4,3.6,4.2,15,1.63,5511.0,-78.7,68.1,1.0,862,1.0
meanrevert_hybrid,0.6,1.4,3.6,4.2,20,1.63,7384.8,-89.5,68.1,1.04,862,1.0
meanrevert_hybrid,0.8,0.6,4.8,1.8,3,3.9,2626.5,-32.2,63.3,1.34,866,1.0
meanrevert_hybrid,0.8,0.6,4.8,1.8,5,3.9,4489.5,-35.6,63.3,1.33,866,1.0
meanrevert_hybrid,0.8,0.6,4.8,1.8,7,3.9,6352.7,-34.3,63.3,1.31,866,1.0
meanrevert_hybrid,0.8,0.6,4.8,1.8,10,3.91,9149.5,-35.9,63.3,1.28,866,1.0
meanrevert_hybrid,0.8,0.6,4.8,1.8,15,3.92,13803.5,-41.6,63.3,1.18,866,1.0
meanrevert_hybrid,0.8,0.6,4.8,1.8,20,3.93,18456.9,-55.3,63.3,1.01,866,1.0
meanrevert_hybrid,0.8,0.8,4.8,2.4,3,3.05,2362.0,-32.2,63.6,1.28,863,1.0
meanrevert_hybrid,0.8,0.8,4.8,2.4,5,3.05,4048.8,-40.1,63.6,1.24,863,1.0
meanrevert_hybrid,0.8,0.8,4.8,2.4,7,3.05,5735.6,-38.5,63.6,1.24,863,1.0
meanrevert_hybrid,0.8,0.8,4.8,2.4,10,3.06,8268.6,-42.8,63.6,1.22,863,1.0
meanrevert_hybrid,0.8,0.8,4.8,2.4,15,3.06,12481.8,-41.8,63.6,1.15,863,1.0
meanrevert_hybrid,0.8,0.8,4.8,2.4,20,3.07,16692.4,-55.3,63.6,1.01,863,1.0
meanrevert_hybrid,0.8,1.0,4.8,3.0,3,2.53,2110.7,-32.2,64.0,1.22,861,1.0
meanrevert_hybrid,0.8,1.0,4.8,3.0,5,2.53,3629.7,-46.1,64.0,1.14,861,1.0
meanrevert_hybrid,0.8,1.0,4.8,3.0,7,2.53,5149.0,-43.9,64.0,1.17,861,1.0
meanrevert_hybrid,0.8,1.0,4.8,3.0,10,2.52,7431.2,-50.5,64.0,1.15,861,1.0
meanrevert_hybrid,0.8,1.0,4.8,3.0,15,2.53,11227.8,-48.9,64.0,1.11,861,1.0
meanrevert_hybrid,0.8,1.0,4.8,3.0,20,2.54,15017.8,-57.6,64.0,1.0,861,1.0
meanrevert_hybrid,0.8,1.2,4.8,3.6,3,2.18,1870.5,-32.2,64.5,1.15,856,1.0
meanrevert_hybrid,0.8,1.2,4.8,3.6,5,2.18,3230.3,-53.1,64.5,1.04,856,1.0
meanrevert_hybrid,0.8,1.2,4.8,3.6,7,2.18,4589.2,-51.2,64.5,1.09,856,1.0
meanrevert_hybrid,0.8,1.2,4.8,3.6,10,2.17,6629.8,-54.1,64.5,1.1,856,1.0
meanrevert_hybrid,0.8,1.2,4.8,3.6,15,2.18,10034.9,-58.0,64.5,1.08,856,1.0
meanrevert_hybrid,0.8,1.2,4.8,3.6,20,2.18,13424.5,-64.5,64.5,1.01,856,1.0
meanrevert_hybrid,0.8,1.4,4.8,4.2,3,1.92,1635.6,-32.2,64.9,1.09,854,1.0
meanrevert_hybrid,0.8,1.4,4.8,4.2,5,1.91,2837.6,-53.1,64.9,1.01,854,1.0
meanrevert_hybrid,0.8,1.4,4.8,4.2,7,1.91,4040.6,-57.0,64.9,1.02,854,1.0
meanrevert_hybrid,0.8,1.4,4.8,4.2,10,1.91,5838.0,-57.0,64.9,1.06,854,1.0
meanrevert_hybrid,0.8,1.4,4.8,4.2,15,1.91,8857.3,-69.7,64.9,1.06,854,1.0
meanrevert_hybrid,0.8,1.4,4.8,4.2,20,1.92,11859.0,-70.3,64.9,1.02,854,1.0
meanrevert_hybrid,1.0,0.6,6.0,1.8,3,3.99,3057.6,-31.8,58.1,1.42,859,1.0
meanrevert_hybrid,1.0,0.6,6.0,1.8,5,3.98,5208.2,-34.5,58.1,1.4,859,1.0
meanrevert_hybrid,1.0,0.6,6.0,1.8,7,3.98,7358.3,-33.3,58.1,1.36,859,1.0
meanrevert_hybrid,1.0,0.6,6.0,1.8,10,3.98,10585.9,-35.2,58.1,1.31,859,1.0
meanrevert_hybrid,1.0,0.6,6.0,1.8,15,3.99,15961.8,-46.7,58.1,1.19,859,1.0
meanrevert_hybrid,1.0,0.6,6.0,1.8,20,3.99,21333.7,-57.9,58.1,1.01,859,1.0
meanrevert_hybrid,1.0,0.8,6.0,2.4,3,3.13,2755.6,-31.8,58.5,1.36,853,1.1
meanrevert_hybrid,1.0,0.8,6.0,2.4,5,3.12,4705.6,-39.3,58.5,1.3,853,1.1
meanrevert_hybrid,1.0,0.8,6.0,2.4,7,3.12,6655.0,-37.7,58.5,1.29,853,1.1
meanrevert_hybrid,1.0,0.8,6.0,2.4,10,3.11,9582.7,-42.0,58.5,1.24,853,1.1
meanrevert_hybrid,1.0,0.8,6.0,2.4,15,3.12,14456.8,-47.2,58.5,1.16,853,1.1
meanrevert_hybrid,1.0,0.8,6.0,2.4,20,3.12,19326.4,-58.6,58.5,1.01,853,1.1
meanrevert_hybrid,1.0,1.0,6.0,3.0,3,2.61,2482.0,-31.8,59.0,1.3,849,1.1
meanrevert_hybrid,1.0,1.0,6.0,3.0,5,2.59,4249.0,-46.3,59.0,1.18,849,1.1
meanrevert_hybrid,1.0,1.0,6.0,3.0,7,2.59,6016.2,-44.0,59.0,1.2,849,1.1
meanrevert_hybrid,1.0,1.0,6.0,3.0,10,2.59,8665.4,-50.4,59.0,1.17,849,1.1
