Variant,FR_thr,TP,SL,Leverage,PF,Return,MDD,WR,Sharpe,Trades
base,0.03,1.5,0.8,3,3.02,138.2,-21.3,71.5,0.64,1577
base,0.03,1.5,0.8,5,3.0,324.4,-33.6,71.5,0.73,1577
base,0.03,1.5,0.8,10,2.98,1689.4,-58.4,71.5,0.94,1577
base,0.03,1.5,1.0,3,2.55,119.8,-21.6,71.5,0.6,1577
base,0.03,1.5,1.0,5,2.54,271.0,-34.1,71.5,0.69,1577
base,0.03,1.5,1.0,10,2.52,1267.4,-60.6,71.5,0.9,1577
base,0.03,1.5,1.5,3,1.84,80.3,-22.4,71.6,0.48,1576
base,0.03,1.5,1.5,5,1.84,166.8,-35.2,71.6,0.57,1576
base,0.03,1.5,1.5,10,1.84,606.2,-62.0,71.6,0.79,1576
base,0.03,1.5,2.0,3,1.43,47.7,-23.2,71.6,0.37,1576
base,0.03,1.5,2.0,5,1.44,91.2,-36.3,71.6,0.46,1576
base,0.03,1.5,2.0,10,1.44,261.9,-63.3,71.6,0.69,1576
base,0.03,1.5,3.0,3,1.03,3.5,-24.5,72.2,0.16,1575
base,0.03,1.5,3.0,5,1.03,5.5,-38.1,72.2,0.25,1575
base,0.03,1.5,3.0,10,1.02,9.7,-65.3,72.2,0.49,1575
base,0.03,2.0,0.8,3,3.8,261.9,-19.0,69.2,0.89,1577
base,0.03,2.0,0.8,5,3.79,751.6,-30.3,69.2,0.97,1577
base,0.03,2.0,0.8,10,3.91,4013.6,-45.7,69.2,1.14,1577
base,0.03,2.0,1.0,3,3.21,231.8,-19.3,69.2,0.84,1577
base,0.03,2.0,1.0,5,3.21,636.6,-30.8,69.2,0.92,1577
base,0.03,2.0,1.0,10,3.32,3527.9,-45.7,69.2,1.1,1577
base,0.03,2.0,1.5,3,2.31,167.3,-20.1,69.3,0.71,1576
base,0.03,2.0,1.5,5,2.32,413.6,-32.0,69.3,0.8,1576
base,0.03,2.0,1.5,10,2.37,2319.9,-45.7,69.3,1.01,1576
base,0.03,2.0,2.0,3,1.8,116.2,-21.0,69.4,0.59,1576
base,0.03,2.0,2.0,5,1.81,260.4,-33.2,69.4,0.68,1576
base,0.03,2.0,2.0,10,1.83,1180.9,-59.6,69.4,0.88,1576
base,0.03,2.0,3.0,3,1.3,49.6,-22.2,70.2,0.38,1575
base,0.03,2.0,3.0,5,1.31,94.9,-35.0,70.2,0.46,1575
base,0.03,2.0,3.0,10,1.31,272.3,-61.7,70.2,0.69,1575
base,0.03,3.0,0.8,3,4.78,627.5,-16.1,64.0,1.3,1577
base,0.03,3.0,0.8,5,4.89,2386.3,-23.0,64.0,1.41,1577
base,0.03,3.0,0.8,10,4.68,7894.6,-45.5,64.0,1.37,1577
base,0.03,3.0,1.0,3,4.04,557.0,-16.1,64.0,1.24,1577
base,0.03,3.0,1.0,5,4.13,2102.5,-23.0,64.0,1.34,1577
base,0.03,3.0,1.0,10,3.97,7326.8,-45.5,64.0,1.34,1577
base,0.03,3.0,1.5,3,2.92,413.3,-16.1,64.1,1.1,1576
base,0.03,3.0,1.5,5,2.97,1420.7,-26.7,64.1,1.18,1576
base,0.03,3.0,1.5,10,2.93,5948.5,-45.5,64.1,1.25,1576
base,0.03,3.0,2.0,3,2.29,303.9,-17.0,64.3,0.96,1576
base,0.03,3.0,2.0,5,2.33,919.2,-27.6,64.3,1.04,1576
base,0.03,3.0,2.0,10,2.34,4605.1,-45.5,64.3,1.18,1576
base,0.03,3.0,3.0,3,1.66,167.9,-18.5,65.3,0.72,1574
base,0.03,3.0,3.0,5,1.68,413.5,-29.6,65.3,0.8,1574
base,0.03,3.0,3.0,10,1.73,2291.3,-45.7,65.3,1.01,1574
base,0.03,5.0,0.8,3,5.54,1734.8,-15.1,53.6,1.87,1576
base,0.03,5.0,0.8,5,5.52,4975.5,-22.8,53.6,1.92,1576
base,0.03,5.0,0.8,10,5.24,13077.6,-45.2,53.6,1.61,1576
base,0.03,5.0,1.0,3,4.67,1524.6,-15.8,53.6,1.79,1576
base,0.03,5.0,1.0,5,4.69,4624.4,-22.8,53.6,1.87,1576
base,0.03,5.0,1.0,10,4.42,12376.2,-45.2,53.6,1.58,1576
base,0.03,5.0,1.5,3,3.4,1113.4,-15.8,54.1,1.62,1575
base,0.03,5.0,1.5,5,3.44,3810.4,-22.8,54.1,1.73,1575
base,0.03,5.0,1.5,10,3.22,10749.1,-45.2,54.1,1.52,1575
base,0.03,5.0,2.0,3,2.71,831.3,-15.8,54.8,1.46,1573
base,0.03,5.0,2.0,5,2.78,3071.1,-22.8,54.8,1.58,1573
base,0.03,5.0,2.0,10,2.6,9263.2,-45.2,54.8,1.44,1573
base,0.03,5.0,3.0,3,2.02,494.9,-15.8,56.7,1.2,1565
base,0.03,5.0,3.0,5,2.08,1813.4,-24.5,56.7,1.28,1565
base,0.03,5.0,3.0,10,2.02,6745.0,-45.5,56.7,1.29,1565
base,0.03,8.0,0.8,3,6.03,3220.9,-13.5,44.4,2.5,1563
base,0.03,8.0,0.8,5,5.8,7453.6,-22.4,44.4,2.33,1563
base,0.03,8.0,0.8,10,5.67,18034.3,-44.7,44.4,1.75,1563
base,0.03,8.0,1.0,3,5.08,2966.4,-13.5,44.5,2.4,1563
base,0.03,8.0,1.0,5,4.91,7028.6,-22.4,44.5,2.25,1563
base,0.03,8.0,1.0,10,4.77,17186.4,-44.7,44.5,1.73,1563
base,0.03,8.0,1.5,3,3.73,2446.6,-13.5,45.4,2.19,1559
base,0.03,8.0,1.5,5,3.66,6163.2,-22.4,45.4,2.11,1559
base,0.03,8.0,1.5,10,3.51,15455.1,-44.7,45.4,1.69,1559
base,0.03,8.0,2.0,3,3.01,1942.0,-13.5,46.4,1.97,1555
base,0.03,8.0,2.0,5,2.98,5322.9,-22.4,46.4,1.97,1555
base,0.03,8.0,2.0,10,2.84,13775.4,-44.7,46.4,1.64,1555
base,0.03,8.0,3.0,3,2.3,1223.9,-15.4,49.0,1.67,1545
base,0.03,8.0,3.0,5,2.31,4055.4,-22.4,49.0,1.78,1545
base,0.03,8.0,3.0,10,2.19,11232.4,-44.7,49.0,1.52,1545
base,0.05,1.5,0.8,3,3.01,138.0,-21.3,71.4,0.64,1576
base,0.05,1.5,0.8,5,3.0,323.6,-33.6,71.4,0.73,1576
base,0.05,1.5,0.8,10,2.98,1683.0,-58.4,71.4,0.94,1576
base,0.05,1.5,1.0,3,2.54,119.5,-21.6,71.4,0.6,1576
base,0.05,1.5,1.0,5,2.54,270.3,-34.1,71.4,0.68,1576
base,0.05,1.5,1.0,10,2.52,1262.1,-60.6,71.4,0.89,1576
base,0.05,1.5,1.5,3,1.84,80.1,-22.4,71.6,0.48,1575
base,0.05,1.5,1.5,5,1.84,166.3,-35.2,71.6,0.57,1575
base,0.05,1.5,1.5,10,1.84,603.5,-62.0,71.6,0.79,1575
base,0.05,1.5,2.0,3,1.43,47.5,-23.2,71.6,0.37,1575
base,0.05,1.5,2.0,5,1.43,90.8,-36.3,71.6,0.46,1575
base,0.05,1.5,2.0,10,1.44,260.5,-63.3,71.6,0.68,1575
base,0.05,1.5,3.0,3,1.03,3.3,-24.5,72.2,0.16,1574
base,0.05,1.5,3.0,5,1.02,5.3,-38.1,72.2,0.25,1574
base,0.05,1.5,3.0,10,1.02,9.2,-65.3,72.2,0.49,1574
base,0.05,2.0,0.8,3,3.79,261.4,-19.0,69.2,0.89,1576
base,0.05,2.0,0.8,5,3.78,749.3,-30.3,69.2,0.97,1576
base,0.05,2.0,0.8,10,3.91,4004.7,-45.7,69.2,1.14,1576
base,0.05,2.0,1.0,3,3.2,231.3,-19.3,69.2,0.84,1576
base,0.05,2.0,1.0,5,3.21,634.6,-30.8,69.2,0.92,1576
base,0.05,2.0,1.0,10,3.32,3519.0,-45.7,69.2,1.1,1576
base,0.05,2.0,1.5,3,2.31,166.9,-20.1,69.3,0.71,1575
base,0.05,2.0,1.5,5,2.32,412.3,-32.0,69.3,0.8,1575
base,0.05,2.0,1.5,10,2.36,2311.0,-45.7,69.3,1.01,1575
base,0.05,2.0,2.0,3,1.8,115.8,-21.0,69.3,0.59,1575
base,0.05,2.0,2.0,5,1.81,259.4,-33.2,69.3,0.68,1575
base,0.05,2.0,2.0,10,1.83,1174.1,-59.6,69.3,0.88,1575
base,0.05,2.0,3.0,3,1.3,49.3,-22.2,70.1,0.37,1574
base,0.05,2.0,3.0,5,1.3,94.3,-35.0,70.1,0.46,1574
base,0.05,2.0,3.0,10,1.31,270.3,-61.7,70.1,0.69,1574
base,0.05,3.0,0.8,3,4.77,625.7,-16.1,64.0,1.3,1576
base,0.05,3.0,0.8,5,4.88,2379.4,-23.0,64.0,1.41,1576
base,0.05,3.0,0.8,10,4.68,7880.7,-45.5,64.0,1.37,1576
base,0.05,3.0,1.0,3,4.03,555.4,-16.1,64.0,1.24,1576
base,0.05,3.0,1.0,5,4.12,2095.6,-23.0,64.0,1.34,1576
base,0.05,3.0,1.0,10,3.96,7312.9,-45.5,64.0,1.34,1576
base,0.05,3.0,1.5,3,2.91,412.0,-16.1,64.1,1.1,1575
base,0.05,3.0,1.5,5,2.96,1414.4,-26.7,64.1,1.18,1575
base,0.05,3.0,1.5,10,2.93,5934.6,-45.5,64.1,1.25,1575
base,0.05,3.0,2.0,3,2.29,302.9,-17.0,64.3,0.96,1575
base,0.05,3.0,2.0,5,2.33,915.0,-27.6,64.3,1.04,1575
base,0.05,3.0,2.0,10,2.34,4591.2,-45.5,64.3,1.17,1575
base,0.05,3.0,3.0,3,1.66,167.2,-18.5,65.3,0.72,1573
base,0.05,3.0,3.0,5,1.68,411.3,-29.6,65.3,0.8,1573
base,0.05,3.0,3.0,10,1.73,2277.4,-45.7,65.3,1.0,1573
base,0.05,5.0,0.8,3,5.52,1727.7,-15.1,53.5,1.87,1575
base,0.05,5.0,0.8,5,5.51,4963.6,-22.8,53.5,1.92,1575
base,0.05,5.0,0.8,10,5.23,13053.7,-45.2,53.5,1.61,1575
base,0.05,5.0,1.0,3,4.65,1517.6,-15.8,53.6,1.78,1575
base,0.05,5.0,1.0,5,4.68,4612.4,-22.8,53.6,1.87,1575
base,0.05,5.0,1.0,10,4.41,12352.3,-45.2,53.6,1.58,1575
base,0.05,5.0,1.5,3,3.39,1108.2,-15.8,54.1,1.61,1574
base,0.05,5.0,1.5,5,3.44,3798.5,-22.8,54.1,1.73,1574
base,0.05,5.0,1.5,10,3.21,10725.2,-45.2,54.1,1.52,1574
base,0.05,5.0,2.0,3,2.7,827.3,-15.8,54.8,1.46,1572
base,0.05,5.0,2.0,5,2.77,3059.1,-22.8,54.8,1.58,1572
base,0.05,5.0,2.0,10,2.59,9239.3,-45.2,54.8,1.44,1572
base,0.05,5.0,3.0,3,2.01,492.4,-15.8,56.6,1.2,1564
base,0.05,5.0,3.0,5,2.07,1801.5,-24.5,56.6,1.27,1564
base,0.05,5.0,3.0,10,2.02,6721.1,-45.5,56.6,1.29,1564
base,0.05,8.0,0.8,3,6.01,3209.2,-13.5,44.4,2.5,1562
base,0.05,8.0,0.8,5,5.78,7434.1,-22.4,44.4,2.33,1562
base,0.05,8.0,0.8,10,5.66,17995.4,-44.7,44.4,1.75,1562
base,0.05,8.0,1.0,3,5.07,2954.7,-13.5,44.4,2.4,1562
base,0.05,8.0,1.0,5,4.9,7009.1,-22.4,44.4,2.25,1562
base,0.05,8.0,1.0,10,4.76,17147.5,-44.7,44.4,1.73,1562
base,0.05,8.0,1.5,3,3.72,2434.9,-13.5,45.4,2.18,1558
base,0.05,8.0,1.5,5,3.65,6143.7,-22.4,45.4,2.1,1558
base,0.05,8.0,1.5,10,3.51,15416.2,-44.7,45.4,1.69,1558
base,0.05,8.0,2.0,3,3.0,1930.3,-13.5,46.3,1.96,1554
base,0.05,8.0,2.0,5,2.97,5303.4,-22.4,46.3,1.97,1554
base,0.05,8.0,2.0,10,2.83,13736.5,-44.7,46.3,1.64,1554
base,0.05,8.0,3.0,3,2.29,1214.7,-15.4,49.0,1.67,1544
base,0.05,8.0,3.0,5,2.31,4035.9,-22.4,49.0,1.77,1544
base,0.05,8.0,3.0,10,2.19,11193.5,-44.7,49.0,1.52,1544
base,0.08,1.5,0.8,3,3.01,138.0,-21.3,71.4,0.64,1576
base,0.08,1.5,0.8,5,3.0,323.6,-33.6,71.4,0.73,1576
base,0.08,1.5,0.8,10,2.98,1683.0,-58.4,71.4,0.94,1576
base,0.08,1.5,1.0,3,2.54,119.5,-21.6,71.4,0.6,1576
base,0.08,1.5,1.0,5,2.54,270.3,-34.1,71.4,0.68,1576
base,0.08,1.5,1.0,10,2.52,1262.1,-60.6,71.4,0.89,1576
base,0.08,1.5,1.5,3,1.84,80.1,-22.4,71.6,0.48,1575
base,0.08,1.5,1.5,5,1.84,166.3,-35.2,71.6,0.57,1575
base,0.08,1.5,1.5,10,1.84,603.5,-62.0,71.6,0.79,1575
base,0.08,1.5,2.0,3,1.43,47.5,-23.2,71.6,0.37,1575
base,0.08,1.5,2.0,5,1.43,90.8,-36.3,71.6,0.46,1575
base,0.08,1.5,2.0,10,1.44,260.5,-63.3,71.6,0.68,1575
base,0.08,1.5,3.0,3,1.03,3.3,-24.5,72.2,0.16,1574
base,0.08,1.5,3.0,5,1.02,5.3,-38.1,72.2,0.25,1574
base,0.08,1.5,3.0,10,1.02,9.2,-65.3,72.2,0.49,1574
base,0.08,2.0,0.8,3,3.79,261.4,-19.0,69.2,0.89,1576
base,0.08,2.0,0.8,5,3.78,749.3,-30.3,69.2,0.97,1576
base,0.08,2.0,0.8,10,3.91,4004.7,-45.7,69.2,1.14,1576
base,0.08,2.0,1.0,3,3.2,231.3,-19.3,69.2,0.84,1576
base,0.08,2.0,1.0,5,3.21,634.6,-30.8,69.2,0.92,1576
base,0.08,2.0,1.0,10,3.32,3519.0,-45.7,69.2,1.1,1576
base,0.08,2.0,1.5,3,2.31,166.9,-20.1,69.3,0.71,1575
base,0.08,2.0,1.5,5,2.32,412.3,-32.0,69.3,0.8,1575
base,0.08,2.0,1.5,10,2.36,2311.0,-45.7,69.3,1.01,1575
base,0.08,2.0,2.0,3,1.8,115.8,-21.0,69.3,0.59,1575
base,0.08,2.0,2.0,5,1.81,259.4,-33.2,69.3,0.68,1575
base,0.08,2.0,2.0,10,1.83,1174.1,-59.6,69.3,0.88,1575
base,0.08,2.0,3.0,3,1.3,49.3,-22.2,70.1,0.37,1574
base,0.08,2.0,3.0,5,1.3,94.3,-35.0,70.1,0.46,1574
base,0.08,2.0,3.0,10,1.31,270.3,-61.7,70.1,0.69,1574
base,0.08,3.0,0.8,3,4.77,625.7,-16.1,64.0,1.3,1576
base,0.08,3.0,0.8,5,4.88,2379.4,-23.0,64.0,1.41,1576
base,0.08,3.0,0.8,10,4.68,7880.7,-45.5,64.0,1.37,1576
base,0.08,3.0,1.0,3,4.03,555.4,-16.1,64.0,1.24,1576
base,0.08,3.0,1.0,5,4.12,2095.6,-23.0,64.0,1.34,1576
base,0.08,3.0,1.0,10,3.96,7312.9,-45.5,64.0,1.34,1576
base,0.08,3.0,1.5,3,2.91,412.0,-16.1,64.1,1.1,1575
base,0.08,3.0,1.5,5,2.96,1414.4,-26.7,64.1,1.18,1575
base,0.08,3.0,1.5,10,2.93,5934.6,-45.5,64.1,1.25,1575
base,0.08,3.0,2.0,3,2.29,302.9,-17.0,64.3,0.96,1575
base,0.08,3.0,2.0,5,2.33,915.0,-27.6,64.3,1.04,1575
base,0.08,3.0,2.0,10,2.34,4591.2,-45.5,64.3,1.17,1575
base,0.08,3.0,3.0,3,1.66,167.2,-18.5,65.3,0.72,1573
base,0.08,3.0,3.0,5,1.68,411.3,-29.6,65.3,0.8,1573
base,0.08,3.0,3.0,10,1.73,2277.4,-45.7,65.3,1.0,1573
base,0.08,5.0,0.8,3,5.52,1727.7,-15.1,53.5,1.87,1575
base,0.08,5.0,0.8,5,5.51,4963.6,-22.8,53.5,1.92,1575
base,0.08,5.0,0.8,10,5.23,13053.7,-45.2,53.5,1.61,1575
base,0.08,5.0,1.0,3,4.65,1517.6,-15.8,53.6,1.78,1575
base,0.08,5.0,1.0,5,4.68,4612.4,-22.8,53.6,1.87,1575
base,0.08,5.0,1.0,10,4.41,12352.3,-45.2,53.6,1.58,1575
base,0.08,5.0,1.5,3,3.39,1108.2,-15.8,54.1,1.61,1574
base,0.08,5.0,1.5,5,3.44,3798.5,-22.8,54.1,1.73,1574
base,0.08,5.0,1.5,10,3.21,10725.2,-45.2,54.1,1.52,1574
base,0.08,5.0,2.0,3,2.7,827.3,-15.8,54.8,1.46,1572
base,0.08,5.0,2.0,5,2.77,3059.1,-22.8,54.8,1.58,1572
base,0.08,5.0,2.0,10,2.59,9239.3,-45.2,54.8,1.44,1572
base,0.08,5.0,3.0,3,2.01,492.4,-15.8,56.6,1.2,1564
base,0.08,5.0,3.0,5,2.07,1801.5,-24.5,56.6,1.27,1564
base,0.08,5.0,3.0,10,2.02,6721.1,-45.5,56.6,1.29,1564
base,0.08,8.0,0.8,3,6.01,3209.2,-13.5,44.4,2.5,1562
base,0.08,8.0,0.8,5,5.78,7434.1,-22.4,44.4,2.33,1562
base,0.08,8.0,0.8,10,5.66,17995.4,-44.7,44.4,1.75,1562
base,0.08,8.0,1.0,3,5.07,2954.7,-13.5,44.4,2.4,1562
base,0.08,8.0,1.0,5,4.9,7009.1,-22.4,44.4,2.25,1562
base,0.08,8.0,1.0,10,4.76,17147.5,-44.7,44.4,1.73,1562
base,0.08,8.0,1.5,3,3.72,2434.9,-13.5,45.4,2.18,1558
base,0.08,8.0,1.5,5,3.65,6143.7,-22.4,45.4,2.1,1558
base,0.08,8.0,1.5,10,3.51,15416.2,-44.7,45.4,1.69,1558
base,0.08,8.0,2.0,3,3.0,1930.3,-13.5,46.3,1.96,1554
base,0.08,8.0,2.0,5,2.97,5303.4,-22.4,46.3,1.97,1554
base,0.08,8.0,2.0,10,2.83,13736.5,-44.7,46.3,1.64,1554
base,0.08,8.0,3.0,3,2.29,1214.7,-15.4,49.0,1.67,1544
base,0.08,8.0,3.0,5,2.31,4035.9,-22.4,49.0,1.77,1544
base,0.08,8.0,3.0,10,2.19,11193.5,-44.7,49.0,1.52,1544
base,0.1,1.5,0.8,3,3.01,138.0,-21.3,71.4,0.64,1576
base,0.1,1.5,0.8,5,3.0,323.6,-33.6,71.4,0.73,1576
base,0.1,1.5,0.8,10,2.98,1683.0,-58.4,71.4,0.94,1576
base,0.1,1.5,1.0,3,2.54,119.5,-21.6,71.4,0.6,1576
base,0.1,1.5,1.0,5,2.54,270.3,-34.1,71.4,0.68,1576
base,0.1,1.5,1.0,10,2.52,1262.1,-60.6,71.4,0.89,1576
base,0.1,1.5,1.5,3,1.84,80.1,-22.4,71.6,0.48,1575
base,0.1,1.5,1.5,5,1.84,166.3,-35.2,71.6,0.57,1575
base,0.1,1.5,1.5,10,1.84,603.5,-62.0,71.6,0.79,1575
base,0.1,1.5,2.0,3,1.43,47.5,-23.2,71.6,0.37,1575
base,0.1,1.5,2.0,5,1.43,90.8,-36.3,71.6,0.46,1575
base,0.1,1.5,2.0,10,1.44,260.5,-63.3,71.6,0.68,1575
base,0.1,1.5,3.0,3,1.03,3.3,-24.5,72.2,0.16,1574
base,0.1,1.5,3.0,5,1.02,5.3,-38.1,72.2,0.25,1574
base,0.1,1.5,3.0,10,1.02,9.2,-65.3,72.2,0.49,1574
base,0.1,2.0,0.8,3,3.79,261.4,-19.0,69.2,0.89,1576
base,0.1,2.0,0.8,5,3.78,749.3,-30.3,69.2,0.97,1576
base,0.1,2.0,0.8,10,3.91,4004.7,-45.7,69.2,1.14,1576
base,0.1,2.0,1.0,3,3.2,231.3,-19.3,69.2,0.84,1576
base,0.1,2.0,1.0,5,3.21,634.6,-30.8,69.2,0.92,1576
base,0.1,2.0,1.0,10,3.32,3519.0,-45.7,69.2,1.1,1576
base,0.1,2.0,1.5,3,2.31,166.9,-20.1,69.3,0.71,1575
base,0.1,2.0,1.5,5,2.32,412.3,-32.0,69.3,0.8,1575
base,0.1,2.0,1.5,10,2.36,2311.0,-45.7,69.3,1.01,1575
base,0.1,2.0,2.0,3,1.8,115.8,-21.0,69.3,0.59,1575
base,0.1,2.0,2.0,5,1.81,259.4,-33.2,69.3,0.68,1575
base,0.1,2.0,2.0,10,1.83,1174.1,-59.6,69.3,0.88,1575
base,0.1,2.0,3.0,3,1.3,49.3,-22.2,70.1,0.37,1574
base,0.1,2.0,3.0,5,1.3,94.3,-35.0,70.1,0.46,1574
base,0.1,2.0,3.0,10,1.31,270.3,-61.7,70.1,0.69,1574
base,0.1,3.0,0.8,3,4.77,625.7,-16.1,64.0,1.3,1576
base,0.1,3.0,0.8,5,4.88,2379.4,-23.0,64.0,1.41,1576
base,0.1,3.0,0.8,10,4.68,7880.7,-45.5,64.0,1.37,1576
base,0.1,3.0,1.0,3,4.03,555.4,-16.1,64.0,1.24,1576
base,0.1,3.0,1.0,5,4.12,2095.6,-23.0,64.0,1.34,1576
base,0.1,3.0,1.0,10,3.96,7312.9,-45.5,64.0,1.34,1576
base,0.1,3.0,1.5,3,2.91,412.0,-16.1,64.1,1.1,1575
base,0.1,3.0,1.5,5,2.96,1414.4,-26.7,64.1,1.18,1575
base,0.1,3.0,1.5,10,2.93,5934.6,-45.5,64.1,1.25,1575
base,0.1,3.0,2.0,3,2.29,302.9,-17.0,64.3,0.96,1575
base,0.1,3.0,2.0,5,2.33,915.0,-27.6,64.3,1.04,1575
base,0.1,3.0,2.0,10,2.34,4591.2,-45.5,64.3,1.17,1575
base,0.1,3.0,3.0,3,1.66,167.2,-18.5,65.3,0.72,1573
base,0.1,3.0,3.0,5,1.68,411.3,-29.6,65.3,0.8,1573
base,0.1,3.0,3.0,10,1.73,2277.4,-45.7,65.3,1.0,1573
base,0.1,5.0,0.8,3,5.52,1727.7,-15.1,53.5,1.87,1575
base,0.1,5.0,0.8,5,5.51,4963.6,-22.8,53.5,1.92,1575
base,0.1,5.0,0.8,10,5.23,13053.7,-45.2,53.5,1.61,1575
base,0.1,5.0,1.0,3,4.65,1517.6,-15.8,53.6,1.78,1575
base,0.1,5.0,1.0,5,4.68,4612.4,-22.8,53.6,1.87,1575
base,0.1,5.0,1.0,10,4.41,12352.3,-45.2,53.6,1.58,1575
base,0.1,5.0,1.5,3,3.39,1108.2,-15.8,54.1,1.61,1574
base,0.1,5.0,1.5,5,3.44,3798.5,-22.8,54.1,1.73,1574
base,0.1,5.0,1.5,10,3.21,10725.2,-45.2,54.1,1.52,1574
base,0.1,5.0,2.0,3,2.7,827.3,-15.8,54.8,1.46,1572
base,0.1,5.0,2.0,5,2.77,3059.1,-22.8,54.8,1.58,1572
base,0.1,5.0,2.0,10,2.59,9239.3,-45.2,54.8,1.44,1572
base,0.1,5.0,3.0,3,2.01,492.4,-15.8,56.6,1.2,1564
base,0.1,5.0,3.0,5,2.07,1801.5,-24.5,56.6,1.27,1564
base,0.1,5.0,3.0,10,2.02,6721.1,-45.5,56.6,1.29,1564
base,0.1,8.0,0.8,3,6.01,3209.2,-13.5,44.4,2.5,1562
base,0.1,8.0,0.8,5,5.78,7434.1,-22.4,44.4,2.33,1562
base,0.1,8.0,0.8,10,5.66,17995.4,-44.7,44.4,1.75,1562
base,0.1,8.0,1.0,3,5.07,2954.7,-13.5,44.4,2.4,1562
base,0.1,8.0,1.0,5,4.9,7009.1,-22.4,44.4,2.25,1562
base,0.1,8.0,1.0,10,4.76,17147.5,-44.7,44.4,1.73,1562
base,0.1,8.0,1.5,3,3.72,2434.9,-13.5,45.4,2.18,1558
base,0.1,8.0,1.5,5,3.65,6143.7,-22.4,45.4,2.1,1558
base,0.1,8.0,1.5,10,3.51,15416.2,-44.7,45.4,1.69,1558
base,0.1,8.0,2.0,3,3.0,1930.3,-13.5,46.3,1.96,1554
base,0.1,8.0,2.0,5,2.97,5303.4,-22.4,46.3,1.97,1554
base,0.1,8.0,2.0,10,2.83,13736.5,-44.7,46.3,1.64,1554
base,0.1,8.0,3.0,3,2.29,1214.7,-15.4,49.0,1.67,1544
base,0.1,8.0,3.0,5,2.31,4035.9,-22.4,49.0,1.77,1544
base,0.1,8.0,3.0,10,2.19,11193.5,-44.7,49.0,1.52,1544
base,0.15,1.5,0.8,3,3.01,138.0,-21.3,71.4,0.64,1576
base,0.15,1.5,0.8,5,3.0,323.6,-33.6,71.4,0.73,1576
base,0.15,1.5,0.8,10,2.98,1683.0,-58.4,71.4,0.94,1576
base,0.15,1.5,1.0,3,2.54,119.5,-21.6,71.4,0.6,1576
base,0.15,1.5,1.0,5,2.54,270.3,-34.1,71.4,0.68,1576
base,0.15,1.5,1.0,10,2.52,1262.1,-60.6,71.4,0.89,1576
base,0.15,1.5,1.5,3,1.84,80.1,-22.4,71.6,0.48,1575
base,0.15,1.5,1.5,5,1.84,166.3,-35.2,71.6,0.57,1575
base,0.15,1.5,1.5,10,1.84,603.5,-62.0,71.6,0.79,1575
base,0.15,1.5,2.0,3,1.43,47.5,-23.2,71.6,0.37,1575
base,0.15,1.5,2.0,5,1.43,90.8,-36.3,71.6,0.46,1575
base,0.15,1.5,2.0,10,1.44,260.5,-63.3,71.6,0.68,1575
base,0.15,1.5,3.0,3,1.03,3.3,-24.5,72.2,0.16,1574
base,0.15,1.5,3.0,5,1.02,5.3,-38.1,72.2,0.25,1574
base,0.15,1.5,3.0,10,1.02,9.2,-65.3,72.2,0.49,1574
base,0.15,2.0,0.8,3,3.79,261.4,-19.0,69.2,0.89,1576
base,0.15,2.0,0.8,5,3.78,749.3,-30.3,69.2,0.97,1576
base,0.15,2.0,0.8,10,3.91,4004.7,-45.7,69.2,1.14,1576
base,0.15,2.0,1.0,3,3.2,231.3,-19.3,69.2,0.84,1576
base,0.15,2.0,1.0,5,3.21,634.6,-30.8,69.2,0.92,1576
base,0.15,2.0,1.0,10,3.32,3519.0,-45.7,69.2,1.1,1576
base,0.15,2.0,1.5,3,2.31,166.9,-20.1,69.3,0.71,1575
base,0.15,2.0,1.5,5,2.32,412.3,-32.0,69.3,0.8,1575
base,0.15,2.0,1.5,10,2.36,2311.0,-45.7,69.3,1.01,1575
base,0.15,2.0,2.0,3,1.8,115.8,-21.0,69.3,0.59,1575
base,0.15,2.0,2.0,5,1.81,259.4,-33.2,69.3,0.68,1575
base,0.15,2.0,2.0,10,1.83,1174.1,-59.6,69.3,0.88,1575
base,0.15,2.0,3.0,3,1.3,49.3,-22.2,70.1,0.37,1574
base,0.15,2.0,3.0,5,1.3,94.3,-35.0,70.1,0.46,1574
base,0.15,2.0,3.0,10,1.31,270.3,-61.7,70.1,0.69,1574
base,0.15,3.0,0.8,3,4.77,625.7,-16.1,64.0,1.3,1576
base,0.15,3.0,0.8,5,4.88,2379.4,-23.0,64.0,1.41,1576
base,0.15,3.0,0.8,10,4.68,7880.7,-45.5,64.0,1.37,1576
base,0.15,3.0,1.0,3,4.03,555.4,-16.1,64.0,1.24,1576
base,0.15,3.0,1.0,5,4.12,2095.6,-23.0,64.0,1.34,1576
base,0.15,3.0,1.0,10,3.96,7312.9,-45.5,64.0,1.34,1576
base,0.15,3.0,1.5,3,2.91,412.0,-16.1,64.1,1.1,1575
base,0.15,3.0,1.5,5,2.96,1414.4,-26.7,64.1,1.18,1575
base,0.15,3.0,1.5,10,2.93,5934.6,-45.5,64.1,1.25,1575
base,0.15,3.0,2.0,3,2.29,302.9,-17.0,64.3,0.96,1575
base,0.15,3.0,2.0,5,2.33,915.0,-27.6,64.3,1.04,1575
base,0.15,3.0,2.0,10,2.34,4591.2,-45.5,64.3,1.17,1575
base,0.15,3.0,3.0,3,1.66,167.2,-18.5,65.3,0.72,1573
base,0.15,3.0,3.0,5,1.68,411.3,-29.6,65.3,0.8,1573
