symbol,entry_date,entry_price,side,leverage,exit_date,exit_price,exit_reason,holding_days,pnl_pct,pnl_leveraged_pct,pnl_amount
FTT/USDT:USDT,2020-03-16,2.089,long,15,2020-03-16,2.082733,SL,0,-0.52,-7.8,-23400.0
CHZ/USDT:USDT,2020-04-05,0.006834,short,15,2020-04-05,0.00676566,TP,0,0.78,11.7,34278.66
COS/USDT:USDT,2020-04-11,0.0054,short,15,2020-04-11,0.005346,TP,0,0.78,11.7,35481.84
CELR/USDT:USDT,2020-04-26,0.00195,short,15,2020-04-26,0.00195585,SL,0,-0.52,-7.8,-24484.84
FET/USDT:USDT,2020-04-27,0.0188,short,15,2020-04-27,0.018612,TP,0,0.78,11.7,35867.84
DOGE/USDT:USDT,2020-04-28,0.0023459,short,15,2020-04-28,0.002322441,TP,0,0.78,11.7,37126.8
CHZ/USDT:USDT,2020-05-09,0.009892,short,15,2020-05-09,0.00979308,TP,0,0.78,11.7,38429.95
CELR/USDT:USDT,2020-05-18,0.00259,short,15,2020-05-18,0.0025640999999999997,TP,0,0.78,11.7,39778.84
BNT/USDT:USDT,2020-05-21,0.273,short,15,2020-05-21,0.27027,TP,0,0.78,11.7,41175.08
DENT/USDT:USDT,2020-05-28,0.000213,short,15,2020-05-28,0.00021087,TP,0,0.78,11.7,42620.32
CVC/USDT:USDT,2020-06-07,0.02818,short,15,2020-06-07,0.0278982,TP,0,0.78,11.7,44116.29
BTC/USDT:USDT,2020-06-11,9880.5,short,15,2020-06-11,9781.695,TP,0,0.78,11.7,45664.78
DENT/USDT:USDT,2020-07-04,0.0002152,short,15,2020-07-04,0.000213048,TP,0,0.78,11.7,47267.61
DENT/USDT:USDT,2020-07-05,0.0002123,short,15,2020-07-05,0.000210177,TP,0,0.78,11.7,48926.7
DASH/USDT:USDT,2020-07-06,67.24,long,15,2020-07-06,67.91239999999999,TP,0,0.78,11.7,50644.03
DOGE/USDT:USDT,2020-07-11,0.0035313,short,15,2020-07-11,0.003495987,TP,0,0.78,11.7,52421.64
CTSI/USDT:USDT,2020-07-12,0.05286,short,15,2020-07-12,0.0523314,TP,0,0.78,11.7,54261.64
ALGO/USDT:USDT,2020-07-19,0.3558,short,15,2020-07-19,0.352242,TP,0,0.78,11.7,56166.22
COTI/USDT:USDT,2020-07-23,0.04105,short,15,2020-07-23,0.0406395,TP,0,0.78,11.7,58137.65
FUN/USDT:USDT,2020-07-25,0.00478,short,15,2020-07-25,0.004732200000000001,TP,0,0.78,11.7,58500.0
FUN/USDT:USDT,2020-07-26,0.004558,short,15,2020-07-26,0.0045124200000000005,TP,0,0.78,11.7,58500.0
FTT/USDT:USDT,2020-07-30,3.326,short,15,2020-07-30,3.2927400000000002,TP,0,0.78,11.7,58500.0
CHZ/USDT:USDT,2020-08-02,0.013413,short,15,2020-08-02,0.01327887,TP,0,0.78,11.7,58500.0
DUSK/USDT:USDT,2020-08-08,0.0851,short,15,2020-08-08,0.08424899999999999,TP,0,0.78,11.7,58500.0
ALGO/USDT:USDT,2020-08-11,0.4704,short,15,2020-08-11,0.465696,TP,0,0.78,11.7,58500.0
ANKR/USDT:USDT,2020-08-12,0.013563,short,15,2020-08-12,0.013427370000000001,TP,0,0.78,11.7,58500.0
COMP/USDT:USDT,2020-08-14,205.02,short,15,2020-08-14,202.96980000000002,TP,0,0.78,11.7,58500.0
COMP/USDT:USDT,2020-08-15,196.32,short,15,2020-08-15,194.3568,TP,0,0.78,11.7,58500.0
FET/USDT:USDT,2020-08-20,0.12792,short,15,2020-08-20,0.1266408,TP,0,0.78,11.7,58500.0
COMP/USDT:USDT,2020-09-11,171.23,short,15,2020-09-11,169.5177,TP,0,0.78,11.7,58500.0
COMP/USDT:USDT,2020-09-12,172.75,short,15,2020-09-12,171.0225,TP,0,0.78,11.7,58500.0
CVC/USDT:USDT,2020-10-12,0.02969,short,15,2020-10-12,0.029393100000000002,TP,0,0.78,11.7,58500.0
CVC/USDT:USDT,2020-10-13,0.02823,short,15,2020-10-13,0.027947700000000002,TP,0,0.78,11.7,58500.0
BTC/USDT:USDT,2020-10-23,12968.5,short,15,2020-10-23,12838.815,TP,0,0.78,11.7,58500.0
EGLD/USDT:USDT,2020-10-26,9.25,short,15,2020-10-26,9.1575,TP,0,0.78,11.7,58500.0
BNT/USDT:USDT,2020-10-30,0.6274,long,15,2020-10-30,0.633674,TP,0,0.78,11.7,58500.0
ADA/USDT:USDT,2020-11-09,0.10642,short,15,2020-11-09,0.1053558,TP,0,0.78,11.7,58500.0
AAVE/USDT:USDT,2020-11-10,55.19,short,15,2020-11-10,54.638099999999994,TP,0,0.78,11.7,58500.0
AAVE/USDT:USDT,2020-11-11,66.9,short,15,2020-11-11,66.23100000000001,TP,0,0.78,11.7,58500.0
BNT/USDT:USDT,2020-11-20,1.0068,short,15,2020-11-20,0.996732,TP,0,0.78,11.7,58500.0
DUSK/USDT:USDT,2020-11-24,0.0585,short,15,2020-11-24,0.057915,TP,0,0.78,11.7,58500.0
ADA/USDT:USDT,2020-11-25,0.16715,short,15,2020-11-25,0.1654785,TP,0,0.78,11.7,58500.0
ADA/USDT:USDT,2020-11-26,0.15527,short,15,2020-11-26,0.1537173,TP,0,0.78,11.7,58500.0
FTT/USDT:USDT,2020-12-02,4.477,short,15,2020-12-02,4.432230000000001,TP,0,0.78,11.7,58500.0
AUDIO/USDT:USDT,2020-12-10,0.18562,short,15,2020-12-10,0.1837638,TP,0,0.78,11.7,58500.0
FUN/USDT:USDT,2020-12-11,0.003922,long,15,2020-12-11,0.0039612200000000005,TP,0,0.78,11.7,58500.0
BNT/USDT:USDT,2020-12-17,1.5465,short,15,2020-12-17,1.531035,TP,0,0.78,11.7,58500.0
DUSK/USDT:USDT,2020-12-18,0.0532,long,15,2020-12-18,0.053731999999999995,TP,0,0.78,11.7,58500.0
FUN/USDT:USDT,2020-12-19,0.004105,short,15,2020-12-19,0.00406395,TP,0,0.78,11.7,58500.0
FIO/USDT:USDT,2020-12-22,0.0812,short,15,2020-12-22,0.08038799999999999,TP,0,0.78,11.7,58500.0
DOGE/USDT:USDT,2020-12-23,0.004517,short,15,2020-12-23,0.00447183,TP,0,0.78,11.7,58500.0
DOGE/USDT:USDT,2020-12-24,0.003769,short,15,2020-12-24,0.0037313100000000003,TP,0,0.78,11.7,58500.0
ARPA/USDT:USDT,2021-01-01,0.02386,short,15,2021-01-01,0.0236214,TP,0,0.78,11.7,58500.0
FUN/USDT:USDT,2021-01-02,0.007323,short,15,2021-01-02,0.00724977,TP,0,0.78,11.7,58500.0
FUN/USDT:USDT,2021-01-03,0.005541,short,15,2021-01-03,0.005557622999999999,SL,0,-0.52,-7.8,-39000.0
DOGE/USDT:USDT,2021-01-04,0.009901,short,15,2021-01-04,0.00980199,TP,0,0.78,11.7,58500.0
DOGE/USDT:USDT,2021-01-05,0.009777,short,15,2021-01-05,0.009679229999999999,TP,0,0.78,11.7,58500.0
FIO/USDT:USDT,2021-01-06,0.0634,short,15,2021-01-06,0.062766,TP,0,0.78,11.7,58500.0
CTK/USDT:USDT,2021-01-07,0.94396,short,15,2021-01-07,0.9345204,TP,0,0.78,11.7,58500.0
DENT/USDT:USDT,2021-01-11,0.0003127,short,15,2021-01-11,0.000309573,TP,0,0.78,11.7,58500.0
COS/USDT:USDT,2021-01-17,0.00799,short,15,2021-01-17,0.0079101,TP,0,0.78,11.7,58500.0
AVA/USDT:USDT,2021-01-18,1.51,short,15,2021-01-18,1.4949,TP,0,0.78,11.7,58500.0
AVA/USDT:USDT,2021-01-19,1.3901,short,15,2021-01-19,1.3942702999999996,SL,0,-0.52,-7.8,-39000.0
COS/USDT:USDT,2021-01-21,0.00901,short,15,2021-01-21,0.0089199,TP,0,0.78,11.7,58500.0
BNT/USDT:USDT,2021-01-27,1.9002,short,15,2021-01-27,1.881198,TP,0,0.78,11.7,58500.0
DUSK/USDT:USDT,2021-02-02,0.0743,short,15,2021-02-02,0.073557,TP,0,0.78,11.7,58500.0
FUN/USDT:USDT,2021-02-04,0.047023,short,15,2021-02-04,0.04655277,TP,0,0.78,11.7,58500.0
ANKR/USDT:USDT,2021-02-06,0.017227,short,15,2021-02-06,0.01705473,TP,0,0.78,11.7,58500.0
BNB/USDT:USDT,2021-02-08,68.192,short,15,2021-02-08,68.39657599999998,SL,0,-0.52,-7.8,-39000.0
EGLD/USDT:USDT,2021-02-09,165.203,short,15,2021-02-09,163.55097,TP,0,0.78,11.7,58500.0
EGLD/USDT:USDT,2021-02-10,196.629,short,15,2021-02-10,194.66270999999998,TP,0,0.78,11.7,58500.0
CTK/USDT:USDT,2021-02-12,2.12534,short,15,2021-02-12,2.1040866,TP,0,0.78,11.7,58500.0
CTSI/USDT:USDT,2021-02-13,0.2858,short,15,2021-02-13,0.28294199999999997,TP,0,0.78,11.7,58500.0
BAT/USDT:USDT,2021-02-14,0.621,short,15,2021-02-14,0.61479,TP,0,0.78,11.7,58500.0
DASH/USDT:USDT,2021-02-15,231.83,short,15,2021-02-15,229.51170000000002,TP,0,0.78,11.7,58500.0
BSV/USDT:USDT,2021-02-16,239.8,short,15,2021-02-16,237.40200000000002,TP,0,0.78,11.7,58500.0
AXS/USDT:USDT,2021-02-17,1.96742,short,15,2021-02-17,1.9477457999999999,TP,0,0.78,11.7,58500.0
FTT/USDT:USDT,2021-02-21,31.447,short,15,2021-02-21,31.13253,TP,0,0.78,11.7,58500.0
BTC/USDT:USDT,2021-03-03,48444.5,long,15,2021-03-03,48928.945,TP,0,0.78,11.7,58500.0
AUDIO/USDT:USDT,2021-03-06,0.5997,short,15,2021-03-06,0.6014991,SL,0,-0.52,-7.8,-39000.0
ARPA/USDT:USDT,2021-03-07,0.04269,short,15,2021-03-07,0.0422631,TP,0,0.78,11.7,58500.0
ARPA/USDT:USDT,2021-03-12,0.0713,short,15,2021-03-12,0.070587,TP,0,0.78,11.7,58500.0
ASR/USDT:USDT,2021-03-13,8.966,short,15,2021-03-13,8.876339999999999,TP,0,0.78,11.7,58500.0
FUN/USDT:USDT,2021-03-14,0.033082,long,15,2021-03-14,0.03341282,TP,0,0.78,11.7,58500.0
DENT/USDT:USDT,2021-03-15,0.0034501,short,15,2021-03-15,0.003415599,TP,0,0.78,11.7,58500.0
DENT/USDT:USDT,2021-03-24,0.010509,short,15,2021-03-24,0.010403909999999999,TP,0,0.78,11.7,58500.0
DENT/USDT:USDT,2021-03-25,0.0095178,short,15,2021-03-25,0.009422622,TP,0,0.78,11.7,58500.0
AUDIO/USDT:USDT,2021-03-29,3.67775,short,15,2021-03-29,3.6409725,TP,0,0.78,11.7,58500.0
ETC/USDT:USDT,2021-04-09,19.7,short,15,2021-04-09,19.503,TP,0,0.78,11.7,58500.0
DODO/USDT:USDT,2021-04-14,4.946,short,15,2021-04-14,4.89654,TP,0,0.78,11.7,58500.0
ADA/USDT:USDT,2021-04-16,1.48252,short,15,2021-04-16,1.4676948,TP,0,0.78,11.7,58500.0
DOGE/USDT:USDT,2021-04-18,0.282758,short,15,2021-04-18,0.27993042,TP,0,0.78,11.7,58500.0
ETC/USDT:USDT,2021-04-19,36.956,short,15,2021-04-19,36.58644,TP,0,0.78,11.7,58500.0
DUSK/USDT:USDT,2021-04-22,0.2689,long,15,2021-04-22,0.27158899999999997,TP,0,0.78,11.7,58500.0
COMP/USDT:USDT,2021-04-25,567.74,short,15,2021-04-25,562.0626,TP,0,0.78,11.7,58500.0
CTSI/USDT:USDT,2021-05-06,0.93764,short,15,2021-05-06,0.9282636,TP,0,0.78,11.7,58500.0
ASR/USDT:USDT,2021-05-18,10.191,short,15,2021-05-18,10.221573,SL,0,-0.52,-7.8,-39000.0
BTC/USDT:USDT,2021-05-21,40534.5,long,15,2021-05-21,40939.845,TP,0,0.78,11.7,58500.0
CHZ/USDT:USDT,2021-06-14,0.28528,short,15,2021-06-14,0.2824272,TP,0,0.78,11.7,58500.0
AVA/USDT:USDT,2021-06-18,3.0921,short,15,2021-06-18,3.0611789999999997,TP,0,0.78,11.7,58500.0
DOGE/USDT:USDT,2021-06-23,0.190343,long,15,2021-06-23,0.19224643000000002,TP,0,0.78,11.7,58500.0
DOGE/USDT:USDT,2021-06-24,0.234733,long,15,2021-06-24,0.23708033,TP,0,0.78,11.7,58500.0
BNT/USDT:USDT,2021-07-01,3.3538,short,15,2021-07-01,3.320262,TP,0,0.78,11.7,58500.0
ETC/USDT:USDT,2021-07-02,53.089,short,15,2021-07-02,52.55811,TP,0,0.78,11.7,58500.0
FTT/USDT:USDT,2021-07-18,26.383,long,15,2021-07-18,26.646829999999998,TP,0,0.78,11.7,58500.0
BAR/USDT:USDT,2021-07-23,22.691,short,15,2021-07-23,22.46409,TP,0,0.78,11.7,58500.0
BAR/USDT:USDT,2021-07-24,22.102,short,15,2021-07-24,21.88098,TP,0,0.78,11.7,58500.0
DEGO/USDT:USDT,2021-07-27,8.36,short,15,2021-07-27,8.276399999999999,TP,0,0.78,11.7,58500.0
ANKR/USDT:USDT,2021-07-28,0.083776,short,15,2021-07-28,0.08293824,TP,0,0.78,11.7,58500.0
CVC/USDT:USDT,2021-07-29,0.26455,short,15,2021-07-29,0.2619045,TP,0,0.78,11.7,58500.0
CVC/USDT:USDT,2021-07-30,0.27491,short,15,2021-07-30,0.2721609,TP,0,0.78,11.7,58500.0
BSV/USDT:USDT,2021-07-31,141.7,short,15,2021-07-31,140.283,TP,0,0.78,11.7,58500.0
BSV/USDT:USDT,2021-08-01,140.75,short,15,2021-08-01,141.17225,SL,0,-0.52,-7.8,-39000.0
FUN/USDT:USDT,2021-08-04,0.018464,short,15,2021-08-04,0.01827936,TP,0,0.78,11.7,58500.0
FORTH/USDT:USDT,2021-08-08,18.21,short,15,2021-08-08,18.0279,TP,0,0.78,11.7,58500.0
DIA/USDT:USDT,2021-08-10,1.621,short,15,2021-08-10,1.60479,TP,0,0.78,11.7,58500.0
CTSI/USDT:USDT,2021-08-11,0.7478,short,15,2021-08-11,0.740322,TP,0,0.78,11.7,58500.0
ARPA/USDT:USDT,2021-08-15,0.05803,short,15,2021-08-15,0.0574497,TP,0,0.78,11.7,58500.0
DENT/USDT:USDT,2021-08-16,0.0074344,short,15,2021-08-16,0.007360055999999999,TP,0,0.78,11.7,58500.0
AR/USDT:USDT,2021-08-20,30.162,short,15,2021-08-20,29.86038,TP,0,0.78,11.7,58500.0
AR/USDT:USDT,2021-08-21,31.092,short,15,2021-08-21,30.78108,TP,0,0.78,11.7,58500.0
COS/USDT:USDT,2021-08-23,0.02533,short,15,2021-08-23,0.025076699999999997,TP,0,0.78,11.7,58500.0
COS/USDT:USDT,2021-08-24,0.02475,short,15,2021-08-24,0.0245025,TP,0,0.78,11.7,58500.0
AVA/USDT:USDT,2021-08-25,3.0183,long,15,2021-08-25,3.048483,TP,0,0.78,11.7,58500.0
CELO/USDT:USDT,2021-08-30,4.264,short,15,2021-08-30,4.22136,TP,0,0.78,11.7,58500.0
