id,bot_type,symbol,side,signal_time,entry_price,leverage,position_size_pct,take_profit_pct,stop_loss_pct,tp_price,sl_price,current_price,unrealized_pnl_pct,status,exit_price,exit_time,exit_reason,realized_pnl_pct,notes,portfolio_id
32,levburn_sec_scalp_micro,RESOLV_USDT,long,2026-03-14T03:06:01.888471,0.08672,20.0,1.0,0.5,0.2,0.0871536,0.08654656000000001,0.08733,0.0,closed,0.0871536,2026-03-14T03:12:29.074009,TP,5.6,LevBurn-Sec scalp_micro score=100 FR=-0.0018,
33,levburn_sec_aggressive,RESOLV_USDT,long,2026-03-14T03:12:39.611711,0.08834,7.0,1.0,3.0,1.0,0.09099020000000001,0.0874566,0.08715,-5.23,closed,0.0874566,2026-03-14T03:29:32.571322,SL,-8.54,LevBurn-Sec aggressive score=90 FR=-0.0018,
34,levburn_sec_aggressive,RESOLV_USDT,long,2026-03-14T03:25:21.388802,0.08759,7.0,1.0,3.0,1.0,0.0902177,0.0867141,0.08649,-5.75,closed,0.0867141,2026-03-14T05:21:03.636490,SL,-8.54,LevBurn-Sec aggressive score=90 FR=-0.0018,
35,levburn_sec_aggressive,RESOLV_USDT,long,2026-03-14T03:37:18.850886,0.08742,7.0,1.0,3.0,1.0,0.0900426,0.08654579999999999,0.08649,-4.4,closed,0.08654579999999999,2026-03-14T05:21:09.123784,SL,-8.54,LevBurn-Sec aggressive score=90 FR=-0.0018,
36,levburn_sec_aggressive,RESOLV_USDT,long,2026-03-14T03:47:15.855017,0.08761,7.0,1.0,3.0,1.0,0.0902383,0.08673389999999999,0.08649,-5.91,closed,0.08673389999999999,2026-03-14T05:21:14.628967,SL,-8.54,LevBurn-Sec aggressive score=90 FR=-0.0019,
37,levburn_sec_aggressive,RESOLV_USDT,long,2026-03-14T03:59:44.107559,0.08752,7.0,1.0,3.0,1.0,0.0901456,0.0866448,0.08649,-5.2,closed,0.0866448,2026-03-14T05:21:20.117228,SL,-8.54,LevBurn-Sec aggressive score=85 FR=-0.0019,
38,levburn_sec_aggressive,TAG_USDT,short,2026-03-14T04:11:37.106093,0.0005956,7.0,1.0,3.0,1.0,0.000577732,0.0006015559999999999,0.0005774,17.28,closed,0.000577732,2026-03-14T05:36:15.252884,TP,19.46,LevBurn-Sec aggressive score=85 FR=+0.0005,
39,levburn_sec_scalp_micro,TAG_USDT,short,2026-03-14T04:11:38.147667,0.0005956,20.0,1.0,0.5,0.2,0.0005926219999999999,0.0005967911999999999,0.0005862,0.0,closed,0.0005926219999999999,2026-03-14T04:12:11.995802,TP,5.6,LevBurn-Sec scalp_micro score=85 FR=+0.0005,
40,levburn_sec,TAG_USDT,short,2026-03-14T04:11:48.650066,0.0005956,10.0,2.0,1.5,0.5,0.0005866659999999999,0.0005985779999999999,0.0005862,0.0,closed,0.0005866659999999999,2026-03-14T04:12:17.487874,TP,12.8,LevBurn-Sec standard score=85 FR=+0.0005,
41,levburn_sec_aggressive,TAG_USDT,short,2026-03-14T04:21:34.071579,0.0005866,7.0,1.0,3.0,1.0,0.000569002,0.0005924659999999999,0.0005683,10.26,closed,0.000569002,2026-03-14T05:50:49.420807,TP,19.46,LevBurn-Sec aggressive score=70 FR=+0.0006,
42,levburn_sec_aggressive,TAG_USDT,short,2026-03-14T04:26:15.593262,0.0005921,7.0,1.0,3.0,1.0,0.000574337,0.000598021,0.0005743,16.67,closed,0.000574337,2026-03-14T05:43:30.284716,TP,19.46,LevBurn-Sec aggressive score=70 FR=+0.0006,
43,levburn_sec_aggressive,TAG_USDT,short,2026-03-14T04:30:32.030077,0.0005913,7.0,1.0,3.0,1.0,0.000573561,0.000597213,0.0005683,15.74,closed,0.000573561,2026-03-14T05:50:54.915262,TP,19.46,LevBurn-Sec aggressive score=70 FR=+0.0006,
44,levburn_sec_aggressive,TAG_USDT,short,2026-03-14T04:40:44.143097,0.0005874,7.0,1.0,3.0,1.0,0.000569778,0.000593274,0.0005683,11.2,closed,0.000569778,2026-03-14T05:51:00.426312,TP,19.46,LevBurn-Sec aggressive score=70 FR=+0.0006,
45,levburn_sec_aggressive,TAG_USDT,short,2026-03-14T04:48:51.085679,0.000586,7.0,1.0,3.0,1.0,0.00056842,0.00059186,0.0005683,9.56,closed,0.00056842,2026-03-14T05:51:05.943726,TP,19.46,LevBurn-Sec aggressive score=65 FR=+0.0006,
46,levburn_sec_scalp_micro,TAG_USDT,short,2026-03-14T04:49:17.145373,0.0005826,20.0,1.0,0.5,0.2,0.000579687,0.0005837651999999999,0.0005894,0.0,closed,0.0005837651999999999,2026-03-14T04:59:05.992299,SL,-8.4,LevBurn-Sec scalp_micro score=85 FR=+0.0006,
47,levburn_sec_aggressive,TAG_USDT,short,2026-03-14T04:53:28.558269,0.0005872,7.0,1.0,3.0,1.0,0.0005695839999999999,0.0005930719999999999,0.0005683,10.97,closed,0.0005695839999999999,2026-03-14T05:51:11.451401,TP,19.46,LevBurn-Sec aggressive score=70 FR=+0.0006,
48,levburn_sec_aggressive,TAG_USDT,short,2026-03-14T04:58:05.039221,0.0005977,7.0,1.0,3.0,1.0,0.000579769,0.0006036770000000001,0.0005774,19.68,closed,0.000579769,2026-03-14T05:36:20.760693,TP,19.46,LevBurn-Sec aggressive score=70 FR=+0.0006,
49,levburn_sec_aggressive,TAG_USDT,short,2026-03-14T05:07:19.275134,0.0005918,7.0,1.0,3.0,1.0,0.0005740459999999999,0.000597718,0.0005683,16.32,closed,0.0005740459999999999,2026-03-14T05:51:16.950893,TP,19.46,LevBurn-Sec aggressive score=70 FR=+0.0006,
50,levburn_sec_aggressive,TAG_USDT,short,2026-03-14T05:16:36.254122,0.0005879,7.0,1.0,3.0,1.0,0.000570263,0.000593779,0.0005683,11.79,closed,0.000570263,2026-03-14T05:51:22.441621,TP,19.46,LevBurn-Sec aggressive score=70 FR=+0.0006,
51,levburn_sec_aggressive,TAG_USDT,short,2026-03-14T05:17:42.416813,0.0005904,7.0,1.0,3.0,1.0,0.000572688,0.0005963040000000001,0.0005683,14.7,closed,0.000572688,2026-03-14T05:51:27.943522,TP,19.46,LevBurn-Sec aggressive score=70 FR=+0.0007,
52,levburn_sec_scalp_micro,TAG_USDT,short,2026-03-14T05:18:08.464288,0.0005855,20.0,1.0,0.5,0.2,0.0005825725,0.000586671,0.0005824,0.0,closed,0.0005825725,2026-03-14T05:21:25.623595,TP,5.6,LevBurn-Sec scalp_micro score=85 FR=+0.0007,
53,levburn_sec_aggressive,TAG_USDT,short,2026-03-14T05:19:04.567521,0.000582,7.0,1.0,3.0,1.0,0.00056454,0.0005878200000000001,0.000572,12.03,closed,0.000572,2026-03-14T10:53:49.546589,MANUAL,10.49,LevBurn-Sec aggressive score=80 FR=+0.0006,
54,levburn_sec_aggressive,TAG_USDT,short,2026-03-14T05:20:35.808782,0.0005839,7.0,1.0,3.0,1.0,0.0005663830000000001,0.000589739,0.000572,14.27,closed,0.000572,2026-03-14T10:53:49.034760,MANUAL,12.73,LevBurn-Sec aggressive score=70 FR=+0.0006,
55,levburn_sec_aggressive,TAG_USDT,short,2026-03-14T05:32:07.349127,0.0005766,7.0,1.0,3.0,1.0,0.000559302,0.0005823660000000001,0.0005826,-6.07,closed,0.0005823660000000001,2026-03-14T09:58:07.953407,SL,-8.54,LevBurn-Sec aggressive score=65 FR=+0.0006,
56,levburn_sec_aggressive,RESOLV_USDT,long,2026-03-14T05:33:18.428278,0.08565,7.0,1.0,3.0,1.0,0.0882195,0.08479350000000001,0.08474,-3.51,closed,0.08479350000000001,2026-03-14T05:43:35.772651,SL,-8.54,LevBurn-Sec aggressive score=90 FR=-0.0019,
57,levburn_sec,RESOLV_USDT,long,2026-03-14T05:33:29.473431,0.08565,10.0,2.0,1.5,0.5,0.08693474999999999,0.08522175,0.08522,0.35,closed,0.08522175,2026-03-14T05:39:31.250562,SL,-7.2,LevBurn-Sec standard score=95 FR=-0.0019,
58,levburn_sec_aggressive,TAG_USDT,short,2026-03-14T05:39:16.565393,0.0005774,7.0,1.0,3.0,1.0,0.000560078,0.0005831740000000001,0.000572,6.55,closed,0.000572,2026-03-14T10:53:48.563316,MANUAL,5.01,LevBurn-Sec aggressive score=70 FR=+0.0006,
59,levburn_sec_aggressive,TAG_USDT,short,2026-03-14T05:45:31.471715,0.0005748,7.0,1.0,3.0,1.0,0.000557556,0.000580548,0.0005815,-3.78,closed,0.000580548,2026-03-14T09:38:18.262971,SL,-8.54,LevBurn-Sec aggressive score=70 FR=+0.0006,
60,levburn_sec,TAG_USDT,short,2026-03-14T05:48:07.788793,0.000572,10.0,2.0,1.5,0.5,0.00056342,0.00057486,0.0005763,0.87,closed,0.00057486,2026-03-14T06:16:34.382129,SL,-7.2,LevBurn-Sec standard score=80 FR=+0.0006,
61,levburn_sec_aggressive,TAG_USDT,short,2026-03-14T05:48:18.814067,0.0005657,7.0,1.0,3.0,1.0,0.000548729,0.0005713570000000001,0.0005735,-4.83,closed,0.0005713570000000001,2026-03-14T06:01:48.160941,SL,-8.54,LevBurn-Sec aggressive score=80 FR=+0.0006,
62,levburn_sec_scalp_micro,TAG_USDT,short,2026-03-14T05:49:04.901093,0.0005683,20.0,1.0,0.5,0.2,0.0005654585,0.0005694366,0.0005705,0.0,closed,0.0005694366,2026-03-14T05:54:46.160260,SL,-8.4,LevBurn-Sec scalp_micro score=85 FR=+0.0006,
63,levburn_sec_aggressive,TAG_USDT,short,2026-03-14T05:56:06.818352,0.0005741,7.0,1.0,3.0,1.0,0.000556877,0.000579841,0.0005805,-6.95,closed,0.000579841,2026-03-14T09:27:57.491923,SL,-8.54,LevBurn-Sec aggressive score=70 FR=+0.0006,
64,levburn_sec_scalp_micro,TAG_USDT,short,2026-03-14T05:56:17.842071,0.0005732,20.0,1.0,0.5,0.2,0.0005703339999999999,0.0005743463999999999,0.0005696,0.0,closed,0.0005703339999999999,2026-03-14T05:57:46.063947,TP,5.6,LevBurn-Sec scalp_micro score=85 FR=+0.0006,
65,levburn_sec_aggressive,TAG_USDT,short,2026-03-14T05:59:26.779928,0.0005726,7.0,1.0,3.0,1.0,0.0005554220000000001,0.000578326,0.0005786,-6.72,closed,0.000578326,2026-03-14T09:18:35.351855,SL,-8.54,LevBurn-Sec aggressive score=70 FR=+0.0006,
66,levburn_sec_scalp_micro,TAG_USDT,short,2026-03-14T05:59:27.802741,0.0005726,20.0,1.0,0.5,0.2,0.0005697370000000001,0.0005737452,0.0005666,-3.14,closed,0.0005697370000000001,2026-03-14T06:08:37.990272,TP,5.6,LevBurn-Sec scalp_micro score=85 FR=+0.0006,
67,levburn_sec_aggressive,TAG_USDT,short,2026-03-14T06:00:28.366644,0.0005687,7.0,1.0,3.0,1.0,0.000551639,0.000574387,0.0005763,-3.45,closed,0.000574387,2026-03-14T06:16:39.867541,SL,-8.54,LevBurn-Sec aggressive score=70 FR=+0.0006,
68,levburn_sec_aggressive,TAG_USDT,short,2026-03-14T06:01:39.521860,0.0005709,7.0,1.0,3.0,1.0,0.000553773,0.0005766090000000001,0.0005773,-4.66,closed,0.0005766090000000001,2026-03-14T08:30:58.902354,SL,-8.54,LevBurn-Sec aggressive score=70 FR=+0.0006,
69,levburn_sec_aggressive,TAG_USDT,short,2026-03-14T06:03:00.043095,0.0005696,7.0,1.0,3.0,1.0,0.0005525119999999999,0.000575296,0.0005763,-2.33,closed,0.000575296,2026-03-14T06:16:45.386151,SL,-8.54,LevBurn-Sec aggressive score=70 FR=+0.0006,
70,levburn_sec_aggressive,TAG_USDT,short,2026-03-14T06:07:52.173192,0.0005724,7.0,1.0,3.0,1.0,0.0005552280000000001,0.0005781240000000001,0.0005786,-6.97,closed,0.0005781240000000001,2026-03-14T09:18:40.843794,SL,-8.54,LevBurn-Sec aggressive score=70 FR=+0.0005,
71,levburn_sec_aggressive,TAG_USDT,short,2026-03-14T06:08:58.529513,0.0005708,7.0,1.0,3.0,1.0,0.000553676,0.000576508,0.0005773,-4.78,closed,0.000576508,2026-03-14T08:31:04.395005,SL,-8.54,LevBurn-Sec aggressive score=70 FR=+0.0005,
72,levburn_sec_aggressive,TAG_USDT,short,2026-03-14T06:10:24.656408,0.0005772,7.0,1.0,3.0,1.0,0.0005598840000000001,0.0005829720000000001,0.000572,6.31,closed,0.000572,2026-03-14T10:53:48.053083,MANUAL,4.77,LevBurn-Sec aggressive score=80 FR=+0.0005,
73,levburn_sec_aggressive,TAG_USDT,short,2026-03-14T06:11:25.741596,0.0005735,7.0,1.0,3.0,1.0,0.0005562949999999999,0.000579235,0.0005798,-6.22,closed,0.000579235,2026-03-14T09:23:07.100926,SL,-8.54,LevBurn-Sec aggressive score=65 FR=+0.0005,
74,levburn_sec_aggressive,RESOLV_USDT,long,2026-03-14T06:13:16.981872,0.08366,7.0,1.0,3.0,1.0,0.0861698,0.08282339999999999,0.08132,-5.52,closed,0.08282339999999999,2026-03-14T07:06:32.842886,SL,-8.54,LevBurn-Sec aggressive score=100 FR=-0.0019,
75,levburn_sec_aggressive,TAG_USDT,short,2026-03-14T06:14:03.074786,0.0005735,7.0,1.0,3.0,1.0,0.0005562949999999999,0.000579235,0.0005798,-6.22,closed,0.000579235,2026-03-14T09:23:12.624143,SL,-8.54,LevBurn-Sec aggressive score=70 FR=+0.0005,
76,levburn_sec_aggressive,TAG_USDT,short,2026-03-14T06:15:54.267722,0.0005761,7.0,1.0,3.0,1.0,0.000558817,0.0005818609999999999,0.0005826,-6.68,closed,0.0005818609999999999,2026-03-14T09:58:13.473675,SL,-8.54,LevBurn-Sec aggressive score=70 FR=+0.0005,
77,levburn_sec,TAG_USDT,short,2026-03-14T06:16:10.279972,0.0005735,10.0,2.0,1.5,0.5,0.0005648975,0.0005763675,0.0005765,-1.57,closed,0.0005763675,2026-03-14T07:52:50.549718,SL,-7.2,LevBurn-Sec standard score=75 FR=+0.0005,
78,levburn_sec_aggressive,TAG_USDT,short,2026-03-14T06:17:20.954264,0.0005739,7.0,1.0,3.0,1.0,0.000556683,0.0005796390000000001,0.0005798,-5.73,closed,0.0005796390000000001,2026-03-14T09:23:18.130611,SL,-8.54,LevBurn-Sec aggressive score=70 FR=+0.0005,
79,levburn_sec_aggressive,TAG_USDT,short,2026-03-14T06:22:12.470729,0.0005658,7.0,1.0,3.0,1.0,0.000548826,0.000571458,0.0005723,-2.97,closed,0.000571458,2026-03-14T06:29:26.025257,SL,-8.54,LevBurn-Sec aggressive score=70 FR=+0.0005,
80,levburn_sec_scalp_micro,TAG_USDT,short,2026-03-14T06:28:34.221159,0.0005709,20.0,1.0,0.5,0.2,0.0005680455,0.0005720418000000001,0.0005723,0.0,closed,0.0005720418000000001,2026-03-14T06:29:31.545998,SL,-8.4,LevBurn-Sec scalp_micro score=85 FR=+0.0005,
81,levburn_sec_scalp_micro,RESOLV_USDT,long,2026-03-14T06:42:43.454424,0.08321,20.0,1.0,0.5,0.2,0.08362605,0.08304358,0.083,2.16,closed,0.08304358,2026-03-14T07:01:45.499218,SL,-8.4,LevBurn-Sec scalp_micro score=100 FR=-0.0018,
82,levburn_sec_aggressive,RESOLV_USDT,long,2026-03-14T07:04:27.218492,0.08156,7.0,1.0,3.0,1.0,0.08400679999999999,0.0807444,0.08411,19.14,closed,0.08400679999999999,2026-03-14T07:31:05.499650,TP,19.46,LevBurn-Sec aggressive score=90 FR=-0.0018,
83,levburn_sec,TAG_USDT,short,2026-03-14T07:13:39.068849,0.0005696,10.0,2.0,1.5,0.5,0.000561056,0.0005724479999999999,0.000573,0.0,closed,0.0005724479999999999,2026-03-14T07:17:12.205404,SL,-7.2,LevBurn-Sec standard score=80 FR=+0.0005,
84,levburn_sec_aggressive,TAG_USDT,short,2026-03-14T07:13:40.102480,0.0005696,7.0,1.0,3.0,1.0,0.0005525119999999999,0.000575296,0.0005758,-5.78,closed,0.000575296,2026-03-14T07:23:38.521448,SL,-8.54,LevBurn-Sec aggressive score=80 FR=+0.0005,
85,levburn_sec_scalp_micro,TAG_USDT,short,2026-03-14T07:13:40.560385,0.0005696,20.0,1.0,0.5,0.2,0.000566752,0.0005707392,0.000573,0.0,closed,0.0005707392,2026-03-14T07:17:17.705322,SL,-8.4,LevBurn-Sec scalp_micro score=85 FR=+0.0005,
86,levburn_sec_aggressive,RESOLV_USDT,long,2026-03-14T07:15:11.182013,0.084,7.0,1.0,3.0,1.0,0.08652000000000001,0.08316,0.0829,-2.42,closed,0.08316,2026-03-14T07:38:39.010071,SL,-8.54,LevBurn-Sec aggressive score=85 FR=-0.0018,
87,levburn_sec_aggressive,TAG_USDT,short,2026-03-14T07:22:08.784148,0.0005748,7.0,1.0,3.0,1.0,0.000557556,0.000580548,0.0005815,-3.78,closed,0.000580548,2026-03-14T09:38:23.750632,SL,-8.54,LevBurn-Sec aggressive score=70 FR=+0.0006,
88,levburn_sec_scalp_micro,TAG_USDT,short,2026-03-14T07:28:29.631003,0.0005685,20.0,1.0,0.5,0.2,0.0005656575,0.000569637,0.0005709,0.0,closed,0.000569637,2026-03-14T07:31:11.066413,SL,-8.4,LevBurn-Sec scalp_micro score=85 FR=+0.0006,
89,levburn_sec_aggressive,TAG_USDT,short,2026-03-14T07:36:12.075725,0.0005727,7.0,1.0,3.0,1.0,0.000555519,0.000578427,0.0005786,-6.6,closed,0.000578427,2026-03-14T09:18:46.360169,SL,-8.54,LevBurn-Sec aggressive score=65 FR=+0.0006,
90,levburn_sec_aggressive,TAG_USDT,short,2026-03-14T07:39:59.698595,0.0005735,7.0,1.0,3.0,1.0,0.0005562949999999999,0.000579235,0.0005798,-6.22,closed,0.000579235,2026-03-14T09:23:23.635919,SL,-8.54,LevBurn-Sec aggressive score=70 FR=+0.0005,
91,levburn_sec_aggressive,RESOLV_USDT,long,2026-03-14T07:42:10.906554,0.08348,7.0,1.0,3.0,1.0,0.0859844,0.0826452,0.08228,-6.71,closed,0.0826452,2026-03-14T08:34:32.666304,SL,-8.54,LevBurn-Sec aggressive score=90 FR=-0.0019,
92,levburn_sec_aggressive,TAG_USDT,short,2026-03-14T07:51:27.906914,0.000571,7.0,1.0,3.0,1.0,0.00055387,0.00057671,0.0005773,-4.54,closed,0.00057671,2026-03-14T08:31:09.906230,SL,-8.54,LevBurn-Sec aggressive score=80 FR=+0.0005,
93,levburn_sec,TAG_USDT,short,2026-03-14T08:13:04.554807,0.0005762,10.0,2.0,1.5,0.5,0.000567557,0.000579081,0.0005798,-4.17,closed,0.000579081,2026-03-14T09:23:29.144959,SL,-7.2,LevBurn-Sec standard score=80 FR=+0.0005,
94,levburn_sec_aggressive,TAG_USDT,short,2026-03-14T08:13:05.558332,0.0005762,7.0,1.0,3.0,1.0,0.000558914,0.000581962,0.0005826,-6.56,closed,0.000581962,2026-03-14T09:58:18.968372,SL,-8.54,LevBurn-Sec aggressive score=80 FR=+0.0005,
95,levburn_sec_scalp_micro,TAG_USDT,short,2026-03-14T08:13:06.013525,0.0005762,20.0,1.0,0.5,0.2,0.000573319,0.0005773524,0.0005725,-0.35,closed,0.000573319,2026-03-14T08:42:06.321144,TP,5.6,LevBurn-Sec scalp_micro score=85 FR=+0.0005,
96,levburn_sec,TAG_USDT,short,2026-03-14T08:18:37.220089,0.0005761,10.0,2.0,1.5,0.5,0.0005674584999999999,0.0005789804999999999,0.0005798,-4.34,closed,0.0005789804999999999,2026-03-14T09:23:34.639107,SL,-7.2,LevBurn-Sec standard score=75 FR=+0.0006,
