id,portfolio_id,mode,bot_name,symbol,side,leverage,amount,entry_price,entry_time,exit_price,exit_time,tp_price,sl_price,funding_rate,status,exit_reason,pnl_pct,pnl_amount,fee_amount,exchange_order_id,metadata,created_at,trade_serial
11,,paper,levburn_sec_aggressive,RESOLV_USDT,long,7.0,0.0,0.08834,2026-03-14T03:12:39.620829,0.0874566,2026-03-14T03:29:32.571322,0.09099020000000001,0.0874566,,closed,SL,-8.54,,,,,2026-03-13 18:12:39,
12,,paper,levburn_sec_aggressive,RESOLV_USDT,long,7.0,0.0,0.08759,2026-03-14T03:25:21.396982,0.0867141,2026-03-14T05:21:03.636490,0.0902177,0.0867141,,closed,SL,-8.54,,,,,2026-03-13 18:25:21,
13,,paper,levburn_sec_aggressive,RESOLV_USDT,long,7.0,0.0,0.08742,2026-03-14T03:37:18.869712,0.08654579999999999,2026-03-14T05:21:09.123784,0.0900426,0.08654579999999999,,closed,SL,-8.54,,,,,2026-03-13 18:37:18,
14,,paper,levburn_sec_aggressive,RESOLV_USDT,long,7.0,0.0,0.08761,2026-03-14T03:47:15.874490,0.08673389999999999,2026-03-14T05:21:14.628967,0.0902383,0.08673389999999999,,closed,SL,-8.54,,,,,2026-03-13 18:47:15,
15,,paper,levburn_sec_aggressive,RESOLV_USDT,long,7.0,0.0,0.08752,2026-03-14T03:59:44.425686,0.0866448,2026-03-14T05:21:20.117228,0.0901456,0.0866448,,closed,SL,-8.54,,,,,2026-03-13 18:59:44,
16,,paper,levburn_sec_aggressive,TAG_USDT,short,7.0,0.0,0.0005956,2026-03-14T04:11:37.123431,0.000577732,2026-03-14T05:36:15.252884,0.000577732,0.0006015559999999999,,closed,TP,19.46,,,,,2026-03-13 19:11:37,
17,,paper,levburn_sec_scalp_micro,TAG_USDT,short,20.0,0.0,0.0005956,2026-03-14T04:11:38.154208,0.0005926219999999999,2026-03-14T04:12:11.995802,0.0005926219999999999,0.0005967911999999999,,closed,TP,5.6,,,,,2026-03-13 19:11:38,
18,,paper,levburn_sec,TAG_USDT,short,10.0,0.0,0.0005956,2026-03-14T04:11:48.667294,0.0005866659999999999,2026-03-14T04:12:17.487874,0.0005866659999999999,0.0005985779999999999,,closed,TP,12.8,,,,,2026-03-13 19:11:48,
19,,paper,levburn_sec_aggressive,TAG_USDT,short,7.0,0.0,0.0005866,2026-03-14T04:21:34.080692,0.000569002,2026-03-14T05:50:49.420807,0.000569002,0.0005924659999999999,,closed,TP,19.46,,,,,2026-03-13 19:21:34,
20,,paper,levburn_sec_aggressive,TAG_USDT,short,7.0,0.0,0.0005921,2026-03-14T04:26:15.612082,0.000574337,2026-03-14T05:43:30.284716,0.000574337,0.000598021,,closed,TP,19.46,,,,,2026-03-13 19:26:15,
21,,paper,levburn_sec_aggressive,TAG_USDT,short,7.0,0.0,0.0005913,2026-03-14T04:30:32.058367,0.000573561,2026-03-14T05:50:54.915262,0.000573561,0.000597213,,closed,TP,19.46,,,,,2026-03-13 19:30:32,
22,,paper,levburn_sec_aggressive,TAG_USDT,short,7.0,0.0,0.0005874,2026-03-14T04:40:44.160479,0.000569778,2026-03-14T05:51:00.426312,0.000569778,0.000593274,,closed,TP,19.46,,,,,2026-03-13 19:40:44,
23,,paper,levburn_sec_aggressive,TAG_USDT,short,7.0,0.0,0.000586,2026-03-14T04:48:51.105499,0.00056842,2026-03-14T05:51:05.943726,0.00056842,0.00059186,,closed,TP,19.46,,,,,2026-03-13 19:48:51,
24,,paper,levburn_sec_scalp_micro,TAG_USDT,short,20.0,0.0,0.0005826,2026-03-14T04:49:17.155171,0.0005837651999999999,2026-03-14T04:59:05.992299,0.000579687,0.0005837651999999999,,closed,SL,-8.4,,,,,2026-03-13 19:49:17,
25,,paper,levburn_sec_aggressive,TAG_USDT,short,7.0,0.0,0.0005872,2026-03-14T04:53:28.569651,0.0005695839999999999,2026-03-14T05:51:11.451401,0.0005695839999999999,0.0005930719999999999,,closed,TP,19.46,,,,,2026-03-13 19:53:28,
